		FP1 - Force			FP1 - Moment			FP1 - CoP			FP2 - Force			FP2 - Moment			FP2 - CoP			Combined Force			Combined Moment			Combined CoP		
Frame	Sub Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm
218	5	56.6136	-0.180339	-360.919	-5567.51	-25049.8	3992.59	162.594	269.426	0	-0.255409	-3.30233	-466.696	544.643	27727.7	-113.792	-172.587	252.833	0	56.3582	-3.48267	-827.615	-215463	-23443.9	-9737.29	-26.4161	260.069	0
218	6	56.4915	-0.180702	-361.012	-5572.56	-25058.7	4001.77	162.588	269.436	0	-0.253868	-3.19219	-467.111	507.177	27701.4	-113.63	-172.696	252.914	0	56.2377	-3.37289	-828.123	-215630	-23547.5	-9722.72	-26.5325	260.117	0
218	7	56.6363	-0.180939	-361.012	-5614.71	-25102.3	4003.61	162.467	269.553	0	-0.25468	-3.24648	-466.696	542.103	27690.3	-113.638	-172.667	252.838	0	56.3816	-3.42742	-827.708	-215534	-23513.1	-9745.07	-26.4956	260.129	0
218	8	56.6474	-0.180941	-361.332	-5610.07	-25079.4	3999.34	162.592	269.526	0	-0.253281	-3.03724	-467.252	532.436	27720.4	-113.039	-172.673	252.861	0	56.3941	-3.21818	-828.584	-215752	-23514.2	-9800.02	-26.4695	260.128	0
218	9	56.5473	-0.180881	-361.15	-5605.18	-25037.8	3999.46	162.672	269.52	0	-0.253472	-3.10394	-466.839	497.075	27751.6	-113.208	-172.554	252.935	0	56.2938	-3.28482	-827.989	-215635	-23384.5	-9759.22	-26.3363	260.169	0
219	0	56.5473	-0.180827	-360.784	-5605.19	-25070.4	4005.93	162.511	269.536	0	-0.252655	-3.04756	-466.792	503.729	27686	-113.048	-172.689	252.921	0	56.2947	-3.22839	-827.576	-215520	-23556.9	-9765.76	-26.5576	260.164	0
219	1	56.6465	-0.180059	-360.873	-5544.43	-25051.2	4010.57	162.582	269.364	0	-0.254288	-3.21319	-466.879	543.406	27667.7	-113.592	-172.739	252.836	0	56.3922	-3.39325	-827.752	-215472	-23559.6	-9748.2	-26.5502	260.042	0
219	2	56.5472	-0.180677	-360.738	-5595.76	-25056.4	4005.96	162.541	269.512	0	-0.254543	-3.20351	-466.929	520.942	27752	-113.534	-172.565	252.884	0	56.2926	-3.38419	-827.666	-215523	-23518.8	-9729.8	-26.5092	260.132	0
219	3	56.5468	-0.180423	-360.783	-5558.62	-25075.1	4012.81	162.498	269.407	0	-0.254315	-3.20298	-466.927	525.428	27714.6	-113.561	-172.645	252.875	0	56.2925	-3.38341	-827.71	-215493	-23564.1	-9723.01	-26.5624	260.081	0
219	4	56.5915	-0.18055	-360.554	-5600.51	-25053.6	4019.26	162.514	269.533	0	-0.253701	-3.10344	-466.793	520.343	27737.3	-113.155	-172.579	252.885	0	56.3378	-3.28399	-827.347	-215443	-23543.9	-9750.58	-26.5469	260.14	0
219	5	56.5364	-0.180928	-361.104	-5604.93	-25056	3983.69	162.613	269.522	0	-0.252682	-3.0364	-466.61	504.23	27699.2	-112.941	-172.637	252.919	0	56.2837	-3.21733	-827.714	-215554	-23412.5	-9787.7	-26.3788	260.162	0
219	6	56.5139	-0.180552	-360.646	-5585.97	-25040.9	3988.03	162.566	269.489	0	-0.253093	-3.03696	-467.022	523.039	27714.9	-113.001	-172.656	252.88	0	56.2608	-3.21751	-827.668	-215505	-23582	-9777.37	-26.5873	260.117	0
219	7	56.5251	-0.180932	-361.104	-5605.2	-25046.2	3999.45	162.64	269.522	0	-0.253986	-3.12457	-466.698	551.879	27694.9	-113.176	-172.658	252.818	0	56.2712	-3.3055	-827.803	-215533	-23426.7	-9748.7	-26.3941	260.104	0
219	8	56.5473	-0.180891	-360.784	-5619.36	-25047.1	4019.41	162.576	269.575	0	-0.254438	-3.2245	-466.834	538.359	27686.2	-113.611	-172.694	252.847	0	56.2928	-3.40539	-827.618	-215518	-23542.6	-9711.7	-26.5392	260.139	0
219	9	56.6138	-0.180749	-361.149	-5595.93	-25063.9	4001.6	162.599	269.495	0	-0.254624	-3.19267	-467.295	535.423	27744.1	-113.574	-172.628	252.854	0	56.3592	-3.37342	-828.444	-215706	-23526.1	-9753.64	-26.4903	260.108	0
220	0	56.5808	-0.180747	-360.691	-5614	-25057.8	3985.6	162.528	269.565	0	-0.252889	-3.04839	-466.52	480.705	27759.6	-112.949	-172.496	252.97	0	56.3279	-3.22914	-827.212	-215460	-23431	-9794.24	-26.4147	260.206	0
220	1	56.6582	-0.180594	-361.011	-5586.52	-25089.2	3999.2	162.503	269.475	0	-0.253177	-3.02643	-466.887	509.701	27761	-112.906	-172.54	252.908	0	56.405	-3.20703	-827.898	-215577	-23474.6	-9805.23	-26.4421	260.132	0
220	2	56.625	-0.180814	-361.104	-5605.38	-25069.1	4008.26	162.576	269.523	0	-0.253681	-3.11475	-467.204	524.502	27715.7	-113.326	-172.678	252.877	0	56.3713	-3.29557	-828.308	-215689	-23549.8	-9767.74	-26.5224	260.134	0
220	3	56.6029	-0.180749	-361.012	-5609.5	-25040.1	3988.05	162.639	269.538	0	-0.253013	-2.99276	-466.75	520.357	27751	-112.733	-172.544	252.885	0	56.3499	-3.17351	-827.761	-215553	-23401.2	-9809.95	-26.3605	260.148	0
220	4	56.6026	-0.180454	-360.965	-5567.61	-25072.8	3990.34	162.54	269.424	0	-0.254102	-3.13597	-466.516	537.541	27726.8	-113.164	-172.566	252.848	0	56.3485	-3.31642	-827.481	-215429	-23415.2	-9774.73	-26.3858	260.079	0
220	5	56.6474	-0.18082	-361.057	-5614.3	-25070	3987.95	162.565	269.55	0	-0.253491	-3.12639	-467.205	496.119	27734.4	-113.413	-172.638	252.938	0	56.3939	-3.30721	-828.263	-215715	-23544	-9791.22	-26.5156	260.179	0
220	6	56.7028	-0.180489	-360.873	-5595.35	-25081.7	3981.06	162.497	269.505	0	-0.253184	-3.12573	-466.838	486.631	27714.3	-113.349	-172.634	252.958	0	56.4496	-3.30622	-827.711	-215565	-23536.5	-9812.28	-26.5205	260.172	0
220	7	56.7025	-0.180327	-360.919	-5595.42	-25020.9	3996.93	162.675	269.503	0	-0.252717	-3.02725	-467.209	477.072	27762.4	-113.074	-172.578	252.979	0	56.4498	-3.20758	-828.128	-215676	-23502.2	-9818.79	-26.4666	260.181	0
220	8	56.625	-0.180698	-360.92	-5591.13	-25101.8	3994.65	162.451	269.491	0	-0.252574	-2.94906	-467.163	512.912	27748	-112.715	-172.603	252.902	0	56.3725	-3.12975	-828.083	-215621	-23583.4	-9819.11	-26.57	260.133	0
220	9	56.6246	-0.180334	-360.965	-5553.72	-25087.7	3994.82	162.498	269.386	0	-0.252708	-2.992	-466.793	529.428	27695.2	-112.781	-172.669	252.866	0	56.3719	-3.17234	-827.758	-215487	-23526.6	-9808.91	-26.5111	260.07	0
221	0	56.5583	-0.180619	-361.103	-5576.91	-25052.2	3986	162.623	269.444	0	-0.253673	-3.1146	-466.975	519.842	27724.1	-113.262	-172.631	252.887	0	56.3046	-3.29522	-828.078	-215607	-23469.1	-9772.97	-26.4353	260.107	0
221	1	56.6468	-0.18027	-361.056	-5553.6	-25069.9	3990.39	162.565	269.382	0	-0.253901	-3.18115	-467.02	507.693	27715	-113.549	-172.656	252.913	0	56.3929	-3.36142	-828.076	-215598	-23521	-9775.94	-26.4935	260.094	0
221	2	56.6027	-0.18055	-361.148	-5581.44	-25040	3981.48	162.665	269.455	0	-0.254075	-3.15916	-466.884	513.423	27747.1	-113.385	-172.57	252.9	0	56.3486	-3.33971	-828.032	-215608	-23404.3	-9778.54	-26.356	260.121	0
221	3	56.6802	-0.18047	-361.103	-5581.99	-25062.1	4010.52	162.596	269.458	0	-0.252742	-3.01507	-466.749	496.044	27741.8	-112.878	-172.564	252.937	0	56.4275	-3.19554	-827.852	-215574	-23414.7	-9802.16	-26.3698	260.144	0
221	4	56.7363	-0.180781	-361.011	-5628.32	-25078.5	3992.24	162.533	269.59	0	-0.252855	-3.02628	-466.795	495.612	27746.7	-112.927	-172.559	252.938	0	56.4835	-3.20706	-827.806	-215609	-23460.5	-9832.23	-26.4237	260.2	0
221	5	56.6363	-0.180784	-360.92	-5618.99	-25055.5	3996.88	162.579	269.569	0	-0.251831	-2.915	-466.705	495.414	27718.2	-112.535	-172.609	252.939	0	56.3844	-3.09579	-827.625	-215549	-23461.9	-9827.59	-26.4362	260.191	0
221	6	56.6249	-0.180573	-360.92	-5595.53	-25050.3	3992.49	162.593	269.504	0	-0.253909	-3.1253	-466.974	537.986	27710	-113.273	-172.66	252.848	0	56.371	-3.30587	-827.894	-215561	-23526.5	-9780.91	-26.507	260.109	0
221	7	56.6911	-0.180223	-361.33	-5549.03	-25057.8	3990.53	162.651	269.357	0	-0.255128	-3.24723	-466.835	547.022	27737.5	-113.619	-172.584	252.828	0	56.436	-3.42745	-828.165	-215579	-23382.1	-9771.63	-26.3202	260.04	0
221	8	56.658	-0.180422	-361.148	-5563.11	-25084.5	3992.62	162.542	269.404	0	-0.252908	-3.17075	-467.433	461.376	27684.2	-113.768	-172.774	253.013	0	56.4051	-3.35118	-828.58	-215781	-23640.5	-9779.46	-26.6219	260.157	0
221	9	56.7692	-0.180249	-360.917	-5572.08	-25107.8	3981.02	162.433	269.439	0	-0.252895	-3.03727	-467.252	513.693	27706.5	-113.097	-172.703	252.901	0	56.5163	-3.21752	-828.169	-215627	-23658.2	-9849.32	-26.6502	260.108	0
222	0	56.625	-0.180755	-361.012	-5600.56	-25078.4	4001.46	162.533	269.514	0	-0.25223	-2.93742	-466.705	499.272	27741.5	-112.581	-172.559	252.93	0	56.3728	-3.11817	-827.717	-215551	-23439.8	-9814.94	-26.4072	260.163	0
222	1	56.6914	-0.18026	-360.918	-5567.34	-25076.5	3981.2	162.52	269.426	0	-0.251041	-2.87066	-466.203	455.255	27734.9	-112.309	-172.509	253.023	0	56.4404	-3.05092	-827.121	-215408	-23353.7	-9867.35	-26.3173	260.181	0
222	2	56.6027	-0.180372	-360.781	-5571.85	-25063.4	3976.76	162.53	269.444	0	-0.252115	-2.88095	-466.841	548.018	27685.9	-112.365	-172.695	252.826	0	56.3506	-3.06133	-827.622	-215447	-23564	-9846.67	-26.5619	260.07	0
222	3	56.7354	-0.179941	-360.917	-5553.39	-25040.9	3994.73	162.619	269.387	0	-0.253114	-3.06969	-466.746	516.871	27699.8	-113.069	-172.653	252.893	0	56.4823	-3.24963	-827.664	-215479	-23480.3	-9819.41	-26.4521	260.085	0
222	4	56.7022	-0.180175	-361.376	-5553.6	-25030.2	3990.57	162.736	269.368	0	-0.252039	-3.05997	-467.161	447.37	27701.7	-113.309	-172.702	253.042	0	56.4502	-3.24015	-828.536	-215770	-23455.3	-9817.92	-26.3967	260.163	0
222	5	56.6468	-0.180212	-361.376	-5544.08	-25037.2	3977.18	162.717	269.342	0	-0.252532	-3.00397	-467.024	501.082	27714.9	-112.933	-172.656	252.927	0	56.3942	-3.18418	-828.399	-215669	-23415.1	-9829.6	-26.3552	260.088	0
222	6	56.7248	-0.18054	-361.468	-5577.26	-25078	3992.68	162.622	269.429	0	-0.251046	-2.87054	-466.842	483.097	27681.4	-112.482	-172.705	252.965	0	56.4737	-3.05108	-828.31	-215692	-23429.7	-9864.62	-26.371	260.15	0
222	7	56.7578	-0.180146	-361.009	-5567.6	-25065.3	3996.92	162.569	269.422	0	-0.251081	-2.84875	-466.295	460.931	27749.2	-112.229	-172.49	253.012	0	56.5067	-3.0289	-827.305	-215448	-23331.2	-9873.45	-26.2809	260.173	0
222	8	56.6582	-0.180649	-361.377	-5586.55	-25056.5	3994.98	162.664	269.459	0	-0.25245	-2.95975	-466.613	493.755	27759.9	-112.629	-172.508	252.942	0	56.4057	-3.1404	-827.991	-215613	-23295.2	-9824.69	-26.2218	260.151	0
222	9	56.6244	-0.180054	-361.101	-5525.42	-25064.3	3981.55	162.589	269.302	0	-0.253343	-3.07018	-466.839	517.022	27728.2	-113.067	-172.604	252.893	0	56.3711	-3.25023	-827.94	-215521	-23449.2	-9804.21	-26.4118	260.049	0
223	0	56.7136	-0.180432	-361.193	-5563.26	-25114.9	3994.76	162.467	269.402	0	-0.253171	-3.11436	-466.792	496.378	27704.7	-113.283	-172.649	252.937	0	56.4604	-3.29479	-827.985	-215593	-23494.9	-9803.87	-26.4607	260.12	0
223	1	56.9131	-0.17986	-361.328	-5544.37	-25095.2	3992.42	162.547	269.344	0	-0.252198	-3.06051	-467.253	442.853	27730.1	-113.318	-172.653	253.052	0	56.6609	-3.24037	-828.581	-215776	-23533.7	-9869.48	-26.4789	260.157	0
223	2	56.78	-0.180133	-361.238	-5553.63	-25084.9	3988.04	162.558	269.374	0	-0.253086	-3.04783	-466.839	517.879	27714.1	-113	-172.634	252.891	0	56.527	-3.22797	-828.077	-215582	-23459	-9842.46	-26.411	260.081	0
223	3	56.7471	-0.180586	-361.376	-5586.54	-25093	3990.3	162.563	269.459	0	-0.251289	-2.87061	-466.477	478.574	27721.9	-112.346	-172.572	252.974	0	56.4958	-3.0512	-827.853	-215590	-23342.4	-9872.48	-26.278	260.17	0
223	4	56.7693	-0.180485	-361.102	-5586.5	-25112.6	3994.56	162.456	269.471	0	-0.251599	-2.83736	-466.569	508.055	27736.2	-112.171	-172.553	252.911	0	56.5177	-3.01784	-827.671	-215512	-23433.7	-9881.23	-26.3932	260.136	0
223	5	56.7019	-0.179983	-361.238	-5512.04	-25105	4003.97	162.503	269.259	0	-0.2517	-2.91441	-466.292	490.656	27711.9	-112.433	-172.57	252.948	0	56.4502	-3.09439	-827.53	-215423	-23352.1	-9837.09	-26.302	260.068	0
223	6	56.68	-0.180174	-361.101	-5549	-25066.7	3994.88	162.583	269.367	0	-0.252326	-2.97019	-466.612	502.425	27717.9	-112.69	-172.598	252.923	0	56.4277	-3.15036	-827.713	-215497	-23412	-9827.92	-26.3705	260.097	0
223	7	56.7351	-0.17981	-361.512	-5507.03	-25050.3	3990.72	162.707	269.233	0	-0.252537	-3.04821	-466.931	485.167	27705.3	-113.112	-172.665	252.961	0	56.4826	-3.22802	-828.443	-215661	-23388.9	-9828.44	-26.3172	260.062	0
223	8	56.8357	-0.180183	-361.283	-5558.42	-25115.4	3987.92	162.483	269.385	0	-0.253168	-3.02611	-467.023	523.592	27733.5	-112.941	-172.616	252.879	0	56.5825	-3.2063	-828.306	-215638	-23504.4	-9861.65	-26.4559	260.078	0
223	9	56.7913	-0.180217	-361.283	-5558.31	-25099.5	3983.52	162.527	269.385	0	-0.25212	-2.99242	-466.474	478.136	27717.4	-112.786	-172.581	252.975	0	56.5391	-3.17264	-827.758	-215543	-23376.3	-9862.63	-26.3197	260.137	0
224	0	56.7352	-0.179854	-361.466	-5516.2	-25045.6	3983.93	162.711	269.261	0	-0.251348	-2.83713	-466.705	507.918	27704.1	-112.243	-172.639	252.912	0	56.4839	-3.01699	-828.171	-215569	-23344.2	-9883.24	-26.2713	260.047	0
224	1	56.7356	-0.180196	-361.284	-5553.76	-25069	3994.9	162.611	269.372	0	-0.252292	-2.94816	-466.704	508.056	27722.9	-112.619	-172.599	252.911	0	56.4833	-3.12835	-827.988	-215565	-23390.6	-9847.04	-26.3332	260.094	0
224	2	56.6688	-0.180221	-361.239	-5539.91	-25080.3	3999.48	162.572	269.336	0	-0.252282	-3.0149	-466.931	486.531	27700.6	-112.995	-172.675	252.958	0	56.4166	-3.19512	-828.17	-215622	-23484	-9810.53	-26.4443	260.102	0
224	3	56.7246	-0.180138	-361.237	-5544.03	-25082.6	3972.42	162.565	269.347	0	-0.252702	-3.03686	-466.931	504.281	27700.5	-113.032	-172.675	252.92	0	56.4719	-3.21699	-828.168	-215609	-23488.9	-9846.63	-26.4473	260.085	0
224	4	56.8022	-0.180194	-361.421	-5558.55	-25076.6	3997.11	162.617	269.38	0	-0.25285	-3.08117	-466.838	493.081	27700.2	-113.19	-172.664	252.944	0	56.5493	-3.26136	-828.259	-215660	-23422.8	-9831.62	-26.3602	260.116	0
224	5	56.7243	-0.179973	-361.238	-5534.82	-25054.5	3985.98	162.643	269.322	0	-0.25142	-2.93631	-466.611	489.51	27657.2	-112.662	-172.727	252.951	0	56.4729	-3.11629	-827.848	-215528	-23430.6	-9856.03	-26.3863	260.095	0
224	6	56.6803	-0.180335	-361.192	-5548.87	-25108.8	3974.64	162.484	269.363	0	-0.252108	-2.93702	-466.43	494.536	27735.8	-112.519	-172.536	252.94	0	56.4282	-3.11735	-827.622	-215480	-23373.2	-9855.8	-26.3261	260.107	0
224	7	56.7136	-0.18033	-361.193	-5572.23	-25058.8	3988.09	162.622	269.427	0	-0.251712	-2.86961	-466.429	525.094	27689	-112.257	-172.636	252.874	0	56.4619	-3.04994	-827.622	-215470	-23371.2	-9866.14	-26.3219	260.098	0
224	8	56.6578	-0.180226	-361.467	-5516.6	-25112.5	3986.16	162.526	269.262	0	-0.252256	-2.95925	-466.475	493.619	27736	-112.613	-172.541	252.942	0	56.4055	-3.13948	-827.942	-215531	-23322.5	-9833.46	-26.256	260.067	0
224	9	56.7459	-0.179579	-361.465	-5483.83	-25055.4	3999.73	162.684	269.171	0	-0.253059	-3.1812	-466.974	465.531	27687	-113.663	-172.71	253.003	0	56.4929	-3.36078	-828.439	-215662	-23433.3	-9791.96	-26.3705	260.058	0
225	0	56.7349	-0.179731	-361.603	-5493.25	-25050.3	3999.81	162.724	269.191	0	-0.252398	-3.08226	-467.115	451.198	27720.2	-113.348	-172.657	253.034	0	56.4825	-3.26199	-828.718	-215753	-23395.1	-9811.72	-26.3164	260.084	0
225	1	56.8239	-0.179769	-361.328	-5512.02	-25100.8	4006.11	162.532	269.255	0	-0.253784	-3.12483	-466.653	533.243	27704.1	-113.197	-172.632	252.857	0	56.5701	-3.3046	-827.982	-215504	-23423.1	-9817.77	-26.3679	260.013	0
225	2	56.7024	-0.180354	-361.285	-5563.07	-25072.3	3990.41	162.602	269.398	0	-0.252773	-3.03695	-466.794	499.682	27718.7	-112.985	-172.619	252.93	0	56.4496	-3.21731	-828.078	-215609	-23417.2	-9822.96	-26.3644	260.115	0
225	3	56.7356	-0.180275	-361.421	-5544.57	-25101.8	3990.45	162.547	269.341	0	-0.252524	-2.92481	-466.336	546.179	27702.6	-112.365	-172.595	252.829	0	56.4831	-3.10509	-827.757	-215458	-23327.3	-9856.58	-26.2631	260.038	0
225	4	56.6351	-0.179885	-361.467	-5493.27	-25055.4	3999.85	162.684	269.197	0	-0.252375	-2.96972	-466.199	502.404	27725.5	-112.563	-172.529	252.922	0	56.3827	-3.14961	-827.666	-215429	-23211.5	-9811.42	-26.1311	260.03	0
225	5	56.7018	-0.179821	-361.329	-5511.67	-25044.2	3995.15	162.689	269.254	0	-0.253365	-3.11394	-466.608	510.354	27703.9	-113.198	-172.627	252.906	0	56.4484	-3.29376	-827.937	-215515	-23350.7	-9800.3	-26.2882	260.041	0
225	6	56.7018	-0.179894	-361.649	-5497.87	-25062.9	3990.85	162.698	269.202	0	-0.254444	-3.20268	-466.79	534.743	27714	-113.5	-172.628	252.854	0	56.4473	-3.38258	-828.439	-215608	-23326.8	-9784.23	-26.2439	259.991	0
225	7	56.7796	-0.179898	-361.512	-5512.01	-25089.6	3999.56	162.598	269.247	0	-0.253783	-3.19085	-466.696	525.581	27657.7	-113.512	-172.737	252.874	0	56.5258	-3.37075	-828.208	-215572	-23423.7	-9798.21	-26.3638	260.021	0
225	8	56.6577	-0.180257	-361.605	-5530.66	-25061.1	3995.28	162.695	269.295	0	-0.25232	-2.99197	-466.747	510.678	27681.1	-112.826	-172.694	252.906	0	56.4054	-3.17223	-828.352	-215634	-23356.6	-9816.99	-26.2848	260.06	0
225	9	56.7351	-0.17998	-361.467	-5516.81	-25078.4	4008.59	162.62	269.262	0	-0.25307	-3.05847	-466.609	517.334	27703.9	-112.985	-172.627	252.891	0	56.4821	-3.23845	-828.076	-215546	-23354.7	-9807.99	-26.2868	260.037	0
226	0	56.6796	-0.180028	-361.604	-5507.52	-25066.7	4006.55	162.679	269.231	0	-0.252093	-2.98051	-466.655	511.035	27662	-112.778	-172.723	252.905	0	56.4275	-3.16054	-828.26	-215586	-23361.1	-9813.88	-26.2918	260.033	0
226	1	56.6467	-0.18063	-361.561	-5554.74	-25102.8	4024.33	162.571	269.363	0	-0.252971	-3.05764	-466.47	531.136	27666	-112.951	-172.691	252.861	0	56.3937	-3.23827	-828.031	-215559	-23359.3	-9770.09	-26.2982	260.067	0
226	2	56.6464	-0.180236	-361.651	-5521.55	-25065.3	4004.33	162.692	269.268	0	-0.253709	-3.14671	-466.698	532.189	27676.3	-113.32	-172.698	252.86	0	56.3927	-3.32694	-828.349	-215609	-23343	-9769.63	-26.269	260.023	0
226	3	56.6462	-0.179883	-361.375	-5497.93	-25060.6	4002	162.652	269.214	0	-0.25397	-3.24629	-466.558	509.264	27661.9	-113.703	-172.711	252.908	0	56.3922	-3.42618	-827.933	-215507	-23384.4	-9749.23	-26.3319	260.025	0
226	4	56.6684	-0.179852	-361.466	-5483.89	-25094.2	3990.77	162.577	269.171	0	-0.253353	-3.07954	-466.469	548.863	27661.3	-112.993	-172.701	252.823	0	56.4151	-3.25939	-827.935	-215447	-23378.1	-9803.91	-26.3229	259.961	0
226	5	56.6681	-0.179718	-361.786	-5456.21	-25084.9	4000.06	162.664	269.081	0	-0.251798	-3.03526	-466.332	485.147	27623.5	-112.982	-172.764	252.96	0	56.4163	-3.21498	-828.119	-215528	-23300.9	-9805.07	-26.2234	260.003	0
226	6	56.6018	-0.179652	-361.328	-5464.67	-25068	3970.66	162.623	269.124	0	-0.252062	-2.95867	-466.519	502.759	27694.1	-112.647	-172.637	252.922	0	56.3497	-3.13833	-827.848	-215446	-23359.7	-9834.78	-26.307	259.994	0
226	7	56.6021	-0.180306	-361.651	-5507.6	-25100.8	3997.63	162.594	269.229	0	-0.252709	-2.96914	-466.335	539.639	27698	-112.543	-172.605	252.843	0	56.3494	-3.14945	-827.986	-215488	-23271.5	-9805.39	-26.1956	260	0
226	8	56.6127	-0.179891	-361.65	-5470.26	-25082.6	4004.5	162.644	269.126	0	-0.253901	-3.16826	-466.422	540.512	27665.8	-113.31	-172.685	252.841	0	56.3588	-3.34815	-828.072	-215480	-23305.9	-9755.79	-26.2341	259.953	0
226	9	56.6125	-0.179458	-361.054	-5464.97	-25045	4001.99	162.634	269.136	0	-0.252989	-3.13533	-466.286	495.19	27665.4	-113.259	-172.669	252.938	0	56.3595	-3.31479	-827.34	-215333	-23375.8	-9765.9	-26.3415	260.007	0
227	0	56.7012	-0.179516	-361.786	-5442.2	-25081.6	4002.31	162.673	269.043	0	-0.253108	-3.09151	-466.791	520.486	27672	-113.181	-172.719	252.885	0	56.4481	-3.27103	-828.576	-215597	-23356.1	-9798.13	-26.2749	259.94	0
227	1	56.5905	-0.179833	-361.512	-5469.97	-25072.2	3995.48	162.646	269.131	0	-0.253107	-3.0024	-466.609	556.903	27685.1	-112.714	-172.668	252.807	0	56.3374	-3.18223	-828.121	-215469	-23350.3	-9796.9	-26.2878	259.933	0
227	2	56.6907	-0.179781	-361.42	-5488.33	-25081.1	3983.98	162.604	269.186	0	-0.252328	-3.00151	-465.784	514.684	27667.8	-112.591	-172.599	252.895	0	56.4384	-3.1813	-827.204	-215296	-23212.6	-9834.14	-26.1431	260.013	0
227	3	56.6239	-0.179553	-361.054	-5474.02	-25059.5	3983.94	162.593	269.161	0	-0.251478	-2.86903	-466.153	520.29	27669.2	-112.209	-172.644	252.884	0	56.3724	-3.04858	-827.207	-215271	-23356.7	-9847.43	-26.3216	259.989	0
227	4	56.5573	-0.179854	-361.238	-5488.45	-25042.7	3999.86	162.675	269.193	0	-0.253114	-3.03576	-466.334	532.22	27702.7	-112.793	-172.595	252.859	0	56.3042	-3.21561	-827.573	-215374	-23302.1	-9776.48	-26.2482	259.989	0
227	5	56.6455	-0.179393	-361.603	-5432.72	-25060.5	4004.59	162.696	269.024	0	-0.253611	-3.13499	-466.377	537.223	27665.6	-113.186	-172.68	252.848	0	56.3919	-3.31439	-827.979	-215421	-23286.1	-9771.54	-26.2113	259.913	0
227	6	56.6902	-0.179385	-361.236	-5474.13	-25020.3	3995.27	162.737	269.154	0	-0.2535	-3.11286	-466.24	533.525	27679.1	-113.063	-172.633	252.856	0	56.4367	-3.29225	-827.476	-215337	-23288	-9797.22	-26.2268	259.971	0
227	7	56.6457	-0.179274	-361.282	-5441.44	-25046.4	3986.42	162.673	269.062	0	-0.25353	-3.10172	-466.194	538.671	27683.5	-112.994	-172.618	252.845	0	56.3922	-3.281	-827.476	-215299	-23286.7	-9797.2	-26.2276	259.925	0
227	8	56.6567	-0.178957	-360.686	-5441.02	-25037.4	3988.32	162.584	269.085	0	-0.252798	-2.96863	-466.334	558.2	27674.6	-112.523	-172.655	252.803	0	56.4039	-3.14759	-827.02	-215157	-23457.4	-9828.34	-26.4482	259.904	0
227	9	56.7015	-0.179617	-361.329	-5483.82	-25058.2	4001.95	162.65	269.177	0	-0.252306	-2.94658	-466.472	545.049	27656.5	-112.533	-172.711	252.832	0	56.4492	-3.12619	-827.8	-215410	-23380.9	-9831.47	-26.3287	259.966	0
228	0	56.6122	-0.179284	-361.465	-5423.07	-25054.4	3993.36	162.687	269.003	0	-0.252192	-2.94633	-466.425	544.974	27642.3	-112.534	-172.736	252.832	0	56.36	-3.12562	-827.89	-215372	-23345	-9817.36	-26.2871	259.892	0
228	1	56.6893	-0.178656	-361.235	-5399.55	-25001.5	4009.02	162.789	268.948	0	-0.253369	-3.06807	-466.194	553.972	27664.8	-112.858	-172.658	252.812	0	56.436	-3.24673	-827.429	-215228	-23273.2	-9793.2	-26.2104	259.856	0
228	2	56.6453	-0.179165	-361.602	-5414	-25041.8	4006.93	162.748	268.972	0	-0.254128	-3.20088	-466.054	543.712	27659.7	-113.321	-172.651	252.833	0	56.3912	-3.38004	-827.656	-215317	-23199.2	-9753.93	-26.1158	259.884	0
228	3	56.745	-0.178815	-361.509	-5395.28	-25060	4009.01	162.68	268.924	0	-0.253333	-3.058	-466.425	535.979	27703.1	-112.889	-172.606	252.851	0	56.4916	-3.23682	-827.934	-215370	-23285.4	-9809.75	-26.2067	259.869	0
228	4	56.6788	-0.179188	-361.373	-5423.26	-25075.9	4004.41	162.609	269.007	0	-0.253041	-3.02451	-466.699	551.234	27666.8	-112.85	-172.718	252.819	0	56.4257	-3.2037	-828.073	-215416	-23429.3	-9805.33	-26.3803	259.884	0
228	5	56.6564	-0.179063	-361.373	-5427.7	-25009.5	4006.8	162.793	269.02	0	-0.252415	-2.92358	-466.516	583.148	27619.2	-112.415	-172.797	252.75	0	56.404	-3.10264	-827.889	-215338	-23367.3	-9820.16	-26.3119	259.852	0
228	6	56.6675	-0.178888	-361.143	-5418	-25023.9	3993.17	162.709	269.002	0	-0.253437	-3.03492	-466.286	569.425	27674.4	-112.721	-172.649	252.779	0	56.4141	-3.21381	-827.43	-215230	-23327.5	-9811.03	-26.2774	259.86	0
228	7	56.7005	-0.178686	-361.189	-5408.88	-24997.3	4011.2	162.792	268.975	0	-0.25193	-3.0019	-466.561	514.537	27615	-112.869	-172.812	252.897	0	56.4486	-3.18059	-827.75	-215356	-23414.4	-9809.45	-26.371	259.913	0
228	8	56.7004	-0.178642	-361.417	-5390.22	-25006.6	4002.39	162.81	268.914	0	-0.253935	-3.12418	-466.469	551.819	27689.3	-113.116	-172.641	252.817	0	56.4465	-3.30283	-827.886	-215340	-23275.2	-9789.85	-26.1984	259.844	0
