		group 4:LASI			group 4:RASI			group 4:LPSI			group 4:RPSI			group 4:LTHI			group 4:LKNE			group 4:LTIB			group 4:LANK			group 4:LHEE			group 4:LTOE			group 4:RTHI			group 4:RKNE			group 4:RTIB			group 4:RANK			group 4:RHEE			group 4:RTOE		
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
33	0	102.305	191.892	1073.89	-188.05	209.058	1051.87	7.08073	396.49	1089.55	-93.8045	400.049	1079.17	155.229	284.073	712.479	141.887	257.486	521.186	166.029	303.893	376.779	150.484	399.312	68.4387	104.227	430.972	51.678	177.708	234.354	39.8324	-217.485	246.914	823.937	-171.554	285.813	523.886	-189.831	333.784	282.643	-172.35	372.618	66.3378	-128.726	411.337	49.9271	-179.952	205.991	36.7393
34	0	102.299	191.833	1073.91	-188.044	209.021	1051.87	7.10252	396.43	1089.54	-93.7948	400.012	1079.18	155.253	284.02	712.499	141.896	257.487	521.191	166.027	303.867	376.774	150.411	399.253	68.3883	104.06	430.894	51.7411	177.725	234.353	39.7992	-217.483	246.881	823.943	-171.552	285.817	523.89	-189.828	333.788	282.643	-172.352	372.627	66.3327	-128.556	411.271	49.7517	-179.968	205.992	36.7379
35	0	102.318	191.802	1073.89	-188.029	208.983	1051.86	7.11669	396.387	1089.56	-93.7993	399.979	1079.19	155.255	283.966	712.449	141.904	257.476	521.225	166.033	303.865	376.763	150.463	399.339	68.4306	104.15	430.95	51.7018	177.74	234.355	39.7868	-217.459	246.87	823.947	-171.539	285.811	523.897	-189.814	333.782	282.649	-172.347	372.618	66.3477	-128.719	411.327	49.9326	-179.978	205.996	36.7424
36	0	102.324	191.747	1073.9	-188.016	208.932	1051.85	7.13707	396.315	1089.55	-93.7618	399.927	1079.19	155.265	283.956	712.471	141.916	257.445	521.201	166.04	303.876	376.769	150.403	399.264	68.397	104.031	430.891	51.7582	177.7	234.354	39.8259	-217.447	246.847	823.937	-171.534	285.805	523.905	-189.812	333.779	282.65	-172.347	372.616	66.3454	-128.564	411.273	49.7587	-179.962	205.991	36.7342
37	0	102.329	191.687	1073.89	-188.007	208.889	1051.85	7.13491	396.322	1089.58	-93.7569	399.871	1079.2	155.313	283.952	712.474	141.908	257.43	521.228	166.031	303.848	376.811	150.445	399.324	68.4285	104.176	430.953	51.7132	177.688	234.342	39.835	-217.426	246.813	823.934	-171.521	285.776	523.907	-189.808	333.776	282.651	-172.341	372.612	66.3431	-128.734	411.342	49.9491	-179.959	205.992	36.74
38	0	102.353	191.653	1073.88	-187.991	208.844	1051.84	7.14157	396.279	1089.59	-93.735	399.83	1079.21	155.231	283.879	712.483	141.91	257.402	521.211	166.054	303.869	376.778	150.483	399.36	68.4483	104.12	430.929	51.7491	177.691	234.323	39.8149	-217.41	246.789	823.931	-171.51	285.786	523.902	-189.811	333.762	282.664	-172.335	372.617	66.3409	-128.73	411.326	49.9409	-179.967	205.987	36.749
39	0	102.359	191.597	1073.87	-187.984	208.808	1051.84	7.15687	396.23	1089.58	-93.7131	399.776	1079.21	155.304	283.881	712.523	141.883	257.36	521.186	166.056	303.839	376.781	150.394	399.22	68.387	104.039	430.901	51.7817	177.708	234.355	39.813	-217.412	246.753	823.938	-171.502	285.767	523.902	-189.797	333.762	282.661	-172.33	372.614	66.3454	-128.58	411.273	49.7871	-179.955	205.993	36.7376
40	0	102.378	191.545	1073.84	-187.976	208.761	1051.83	7.18227	396.163	1089.59	-93.7026	399.739	1079.22	155.384	283.87	712.519	141.942	257.393	521.193	166.038	303.82	376.789	150.441	399.283	68.4206	104.164	430.958	51.7227	177.723	234.359	39.8163	-217.397	246.732	823.942	-171.497	285.754	523.899	-189.793	333.754	282.665	-172.325	372.611	66.3537	-128.565	411.267	49.7844	-179.957	205.989	36.7312
41	0	102.387	191.479	1073.84	-187.961	208.708	1051.84	7.19126	396.096	1089.6	-93.6839	399.688	1079.23	155.389	283.871	712.529	141.953	257.367	521.192	166.04	303.785	376.777	150.388	399.249	68.4074	104.062	430.901	51.7716	177.706	234.341	39.8132	-217.394	246.692	823.941	-171.487	285.727	523.898	-189.793	333.743	282.675	-172.333	372.62	66.3597	-128.558	411.267	49.7976	-179.968	205.985	36.749
42	0	102.414	191.437	1073.84	-187.948	208.657	1051.84	7.21747	396.055	1089.61	-93.6626	399.638	1079.25	155.363	283.807	712.49	141.94	257.352	521.176	166.05	303.796	376.796	150.444	399.271	68.4342	104.175	430.957	51.7277	177.709	234.344	39.7984	-217.392	246.661	823.935	-171.489	285.709	523.917	-189.789	333.725	282.664	-172.332	372.62	66.3599	-128.73	411.3	49.9839	-179.974	205.994	36.7402
43	0	102.43	191.379	1073.85	-187.931	208.612	1051.83	7.22942	395.989	1089.62	-93.6332	399.553	1079.25	155.331	283.763	712.54	141.957	257.341	521.176	166.092	303.84	376.762	150.477	399.309	68.4372	104.158	430.941	51.7306	177.699	234.333	39.8123	-217.385	246.619	823.94	-171.482	285.684	523.91	-189.781	333.714	282.675	-172.323	372.615	66.3739	-128.558	411.267	49.8022	-179.966	205.983	36.742
44	0	102.467	191.357	1073.85	-187.931	208.547	1051.83	7.26091	395.857	1089.59	-93.6153	399.516	1079.27	155.379	283.785	712.57	141.967	257.307	521.185	166.049	303.775	376.778	150.467	399.3	68.4528	104.164	430.942	51.7504	177.709	234.326	39.8146	-217.379	246.577	823.928	-171.475	285.668	523.918	-189.783	333.703	282.67	-172.331	372.605	66.3794	-128.558	411.254	49.805	-179.994	205.882	36.6671
45	0	102.47	191.3	1073.83	-187.919	208.493	1051.83	7.26374	395.809	1089.6	-93.5976	399.449	1079.27	155.351	283.719	712.569	141.966	257.3	521.172	166.044	303.748	376.765	150.497	399.304	68.4335	104.141	430.929	51.7604	177.714	234.332	39.8055	-217.368	246.565	823.937	-171.479	285.653	523.926	-189.786	333.695	282.671	-172.329	372.604	66.3828	-128.723	411.316	49.9999	-179.97	205.971	36.7435
46	0	102.472	191.242	1073.84	-187.91	208.441	1051.81	7.28953	395.737	1089.61	-93.5783	399.376	1079.25	155.379	283.706	712.5	141.958	257.246	521.181	166.069	303.764	376.798	150.497	399.331	68.4452	104.102	430.909	51.7826	177.675	234.304	39.8136	-217.357	246.505	823.933	-171.468	285.633	523.92	-189.785	333.681	282.681	-172.325	372.602	66.3837	-128.545	411.266	49.8011	-180.002	205.877	36.6543
47	0	102.485	191.195	1073.84	-187.919	208.386	1051.81	7.28206	395.692	1089.61	-93.5769	399.325	1079.26	155.367	283.624	712.481	141.976	257.265	521.185	166.04	303.739	376.753	150.494	399.31	68.4643	104.163	430.933	51.7534	177.702	234.313	39.8001	-217.35	246.467	823.936	-171.468	285.62	523.916	-189.786	333.674	282.678	-172.331	372.598	66.3879	-128.554	411.254	49.8101	-179.979	205.981	36.7459
48	0	102.468	191.098	1073.84	-187.912	208.334	1051.81	7.26779	395.634	1089.61	-93.5757	399.273	1079.27	155.398	283.638	712.517	141.959	257.218	521.17	166.058	303.728	376.786	150.482	399.299	68.4444	104.187	430.949	51.7495	177.73	234.341	39.8102	-217.355	246.431	823.926	-171.475	285.586	523.924	-189.796	333.669	282.687	-172.328	372.603	66.3983	-128.558	411.259	49.8345	-179.972	205.983	36.7312
49	0	102.495	191.083	1073.83	-187.901	208.272	1051.81	7.26803	395.568	1089.62	-93.5697	399.225	1079.28	155.37	283.554	712.49	141.949	257.176	521.161	166.067	303.758	376.801	150.502	399.339	68.491	104.159	430.93	51.7733	177.728	234.337	39.8015	-217.351	246.406	823.942	-171.472	285.572	523.932	-189.773	333.653	282.689	-172.326	372.604	66.3933	-128.543	411.274	49.8438	-179.981	205.98	36.754
50	0	102.504	191.021	1073.82	-187.896	208.216	1051.81	7.26132	395.522	1089.63	-93.5734	399.178	1079.3	155.387	283.529	712.524	141.958	257.171	521.15	166.043	303.701	376.768	150.39	399.21	68.4301	104.018	430.871	51.8197	177.695	234.322	39.8277	-217.347	246.367	823.936	-171.459	285.547	523.932	-189.768	333.633	282.685	-172.32	372.601	66.3945	-128.555	411.261	49.8363	-179.959	205.977	36.7201
51	0	102.505	190.961	1073.81	-187.884	208.149	1051.82	7.26864	395.472	1089.64	-93.5438	399.113	1079.31	155.404	283.536	712.537	141.932	257.151	521.155	166.048	303.69	376.765	150.456	399.279	68.486	104.139	430.925	51.7911	177.72	234.335	39.8105	-217.337	246.332	823.939	-171.451	285.52	523.931	-189.778	333.626	282.696	-172.314	372.601	66.3996	-128.72	411.314	50.0331	-179.955	205.971	36.7216
52	0	102.497	190.895	1073.78	-187.879	208.099	1051.81	7.28686	395.388	1089.65	-93.5409	399.068	1079.31	155.298	283.417	712.513	141.935	257.134	521.189	166.055	303.73	376.791	150.477	399.237	68.4485	104.172	430.919	51.7624	177.673	234.296	39.8197	-217.356	246.291	823.947	-171.464	285.496	523.926	-189.781	333.607	282.695	-172.322	372.582	66.4056	-128.55	411.26	49.8543	-179.962	205.961	36.7228
53	0	102.482	190.814	1073.79	-187.887	208.05	1051.81	7.2837	395.346	1089.66	-93.5333	398.995	1079.33	155.426	283.45	712.555	141.936	257.113	521.149	166.048	303.708	376.779	150.453	399.262	68.4765	104.145	430.911	51.7882	177.682	234.295	39.8127	-217.345	246.26	823.943	-171.457	285.466	523.934	-189.778	333.599	282.702	-172.317	372.59	66.4212	-128.554	411.26	49.8587	-180	205.874	36.6494
54	0	102.533	190.842	1073.78	-187.878	207.993	1051.81	7.29421	395.294	1089.68	-93.5257	398.948	1079.35	155.401	283.414	712.535	141.909	257.08	521.134	166.011	303.675	376.801	150.418	399.241	68.4871	104.17	430.931	51.7748	177.714	234.336	39.8064	-217.348	246.232	823.955	-171.458	285.449	523.932	-189.771	333.591	282.705	-172.316	372.575	66.4229	-128.55	411.255	49.86	-179.957	205.965	36.7214
55	0	102.494	190.706	1073.77	-187.87	207.94	1051.8	7.28235	395.266	1089.71	-93.5085	398.893	1079.35	155.401	283.371	712.496	141.94	257.093	521.144	166.054	303.711	376.765	150.464	399.258	68.4976	104.147	430.918	51.8003	177.684	234.304	39.8174	-217.349	246.198	823.953	-171.459	285.431	523.932	-189.773	333.571	282.71	-172.335	372.593	66.42	-128.541	411.244	49.8678	-179.99	205.875	36.634
