		FP1 - Force			FP1 - Moment			FP1 - CoP			FP2 - Force			FP2 - Moment			FP2 - CoP			Combined Force			Combined Moment			Combined CoP		
Frame	Sub Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm
10	4	48.8616	-0.370191	-356.504	-23063.2	-31024.1	1078.66	144.977	318.693	0	-0.178837	-7.20712	-472.164	-8001.85	30512.8	-145.946	-167.377	270.947	0	48.6827	-7.57731	-828.667	-241952	-28573.5	-9877.31	-32.9979	291.488	0
10	5	48.9282	-0.370001	-356.548	-23062.8	-31003.5	1065.15	145.046	318.684	0	-0.180032	-7.30643	-471.658	-7987.24	30548.1	-146.086	-167.232	270.934	0	48.7481	-7.67643	-828.207	-241824	-28394	-9884.71	-32.7947	291.491	0
10	6	48.9173	-0.370197	-356.458	-23086.2	-31003	1069.53	145.025	318.766	0	-0.180318	-7.31747	-471.978	-7964.4	30530.7	-146.182	-167.313	270.875	0	48.737	-7.68766	-828.435	-241883	-28505	-9875.08	-32.9211	291.481	0
10	7	48.8616	-0.370335	-356.733	-23077.4	-30996.1	1083.29	145.111	318.691	0	-0.180526	-7.34028	-472.39	-7965.23	30537.1	-146.376	-167.356	270.862	0	48.6811	-7.71061	-829.124	-242051	-28520.1	-9842.09	-32.9159	291.44	0
10	8	48.8622	-0.370928	-356.963	-23110.4	-31057	1078.72	144.997	318.742	0	-0.179123	-7.16318	-472.257	-7981.13	30550.4	-145.729	-167.31	270.9	0	48.6831	-7.53411	-829.22	-242117	-28483.7	-9887.39	-32.8678	291.495	0
10	9	48.8394	-0.370195	-356.275	-23077	-31004.4	1076.3	144.976	318.773	0	-0.178047	-7.03035	-472.397	-7984.95	30541.6	-145.312	-167.348	270.903	0	48.6614	-7.40055	-828.672	-241942	-28630.9	-9914.26	-33.0687	291.484	0
11	0	48.7509	-0.370741	-356.598	-23100.8	-31005.4	1087.77	145.052	318.781	0	-0.179782	-7.25104	-472.162	-7961.66	30517.4	-146.005	-167.367	270.862	0	48.5711	-7.62178	-828.76	-241974	-28523.2	-9829.89	-32.9395	291.481	0
11	1	48.7734	-0.370997	-357.055	-23119.3	-30987.7	1065.51	145.213	318.75	0	-0.178095	-7.13998	-471.935	-8003.92	30483.9	-145.677	-167.407	270.96	0	48.5953	-7.51098	-828.99	-242089	-28381.7	-9883.58	-32.7578	291.544	0
11	2	48.9283	-0.370236	-356.732	-23077.2	-31008.2	1076.44	145.077	318.691	0	-0.181091	-7.40566	-471.746	-7954.13	30529.8	-146.409	-167.283	270.861	0	48.7472	-7.77589	-828.479	-241879	-28394.6	-9850.73	-32.7849	291.456	0
11	3	48.8619	-0.37038	-357.007	-23053.7	-31047.5	1045.23	145.034	318.575	0	-0.180582	-7.35097	-472.115	-7965.74	30536	-146.338	-167.321	270.872	0	48.6813	-7.72135	-829.121	-242028	-28445.9	-9877.72	-32.8259	291.412	0
11	4	48.8728	-0.370387	-356.916	-23077.3	-30996.5	1072.15	145.155	318.657	0	-0.180482	-7.32918	-471.979	-7978.68	30568.1	-146.218	-167.234	270.905	0	48.6923	-7.69957	-828.895	-242006	-28353.1	-9858.5	-32.7219	291.467	0
11	5	48.9179	-0.37104	-357.146	-23124.3	-31064	1067.46	145.022	318.747	0	-0.179294	-7.18424	-471.751	-7968.22	30529.7	-145.652	-167.284	270.891	0	48.7386	-7.55528	-828.897	-242037	-28355.3	-9907.88	-32.7214	291.511	0
11	6	48.9178	-0.370804	-357.054	-23105.3	-31059.3	1056.24	145.012	318.711	0	-0.179191	-7.1852	-472.119	-7986.75	30549.9	-145.781	-167.292	270.917	0	48.7386	-7.55601	-829.173	-242106	-28436.4	-9918.96	-32.8093	291.498	0
11	7	48.8069	-0.37103	-356.644	-23142.6	-31007.8	1074.1	145.057	318.89	0	-0.179732	-7.26177	-471.795	-7971.5	30520.6	-145.959	-167.31	270.896	0	48.6271	-7.6328	-828.439	-241945	-28429.9	-9855.37	-32.8357	291.558	0
11	8	48.9399	-0.370687	-356.733	-23114.7	-31050.8	1071.74	144.958	318.795	0	-0.180831	-7.35014	-471.793	-7942.49	30525.3	-146.202	-167.299	270.835	0	48.7591	-7.72082	-828.526	-241914	-28452.8	-9871.12	-32.8528	291.485	0
11	9	48.8289	-0.370978	-357.193	-23119.6	-30994.8	1074.49	145.227	318.726	0	-0.180887	-7.39489	-471.656	-7972.26	30548.2	-146.367	-167.232	270.903	0	48.648	-7.76587	-828.849	-242033	-28230.9	-9830.05	-32.5779	291.512	0
12	0	48.8289	-0.37066	-356.916	-23100.1	-30994.7	1045.18	145.16	318.721	0	-0.180071	-7.2283	-471.933	-7932.74	30521	-145.789	-167.328	270.809	0	48.6488	-7.59896	-828.849	-241967	-28385.7	-9897.24	-32.7653	291.441	0
12	1	48.8957	-0.37088	-357.191	-23119.2	-31011.6	1051.9	145.179	318.725	0	-0.178979	-7.21719	-471.932	-7979.17	30479.2	-145.9	-167.416	270.907	0	48.7167	-7.58807	-829.124	-242101	-28383.6	-9910.49	-32.7483	291.507	0
12	2	48.8738	-0.371295	-356.736	-23175.5	-31024.7	1080.67	145.032	318.966	0	-0.178356	-7.09542	-471.707	-7978.63	30510.8	-145.367	-167.318	270.914	0	48.6954	-7.46671	-828.443	-241979	-28417.9	-9903.88	-32.8172	291.606	0
12	3	48.8845	-0.370774	-356.825	-23119.1	-31020.4	1060.67	145.065	318.791	0	-0.179655	-7.23951	-471.887	-7961.27	30511.6	-145.891	-167.341	270.871	0	48.7048	-7.61028	-828.712	-241980	-28433.9	-9893.54	-32.8258	291.504	0
12	4	48.7735	-0.370901	-356.918	-23109.7	-31006.4	1054.19	145.127	318.748	0	-0.179895	-7.34961	-471.426	-7984.75	30486.6	-146.234	-167.331	270.937	0	48.5936	-7.72051	-828.343	-241905	-28312.5	-9846.78	-32.6987	291.538	0
12	5	48.8512	-0.37095	-357.101	-23119.4	-31014.4	1067.63	145.149	318.742	0	-0.180718	-7.36092	-471.792	-7943.07	30502	-146.266	-167.349	270.836	0	48.6704	-7.73187	-828.893	-242013	-28350.3	-9850.33	-32.7194	291.475	0
12	6	48.862	-0.370637	-357.008	-23100.5	-30991.4	1060.92	145.191	318.706	0	-0.180164	-7.31606	-471.837	-7936.75	30460.1	-146.148	-167.444	270.821	0	48.6819	-7.6867	-828.845	-241974	-28401.6	-9870.08	-32.7826	291.446	0
12	7	48.7956	-0.371036	-357.147	-23110.3	-31026.1	1069.99	145.128	318.708	0	-0.18066	-7.31708	-472.251	-7927.14	30503.7	-146.202	-167.408	270.786	0	48.615	-7.68812	-829.398	-242115	-28452.6	-9843.9	-32.8269	291.422	0
12	8	48.8514	-0.371124	-357.146	-23124.1	-31051.8	1056.34	145.056	318.747	0	-0.179821	-7.30542	-471.518	-7973.5	30496.2	-146.066	-167.323	270.91	0	48.6716	-7.67654	-828.665	-241988	-28320	-9874.52	-32.6911	291.527	0
12	9	48.8622	-0.371057	-356.736	-23129.4	-31071	1098.73	144.902	318.836	0	-0.179833	-7.19463	-471.521	-7936.04	30528.7	-145.551	-167.255	270.831	0	48.6824	-7.56569	-828.257	-241847	-28403.1	-9859.83	-32.8069	291.507	0
13	0	48.896	-0.371192	-356.689	-23156.8	-31067.7	1071.61	144.9	318.922	0	-0.180298	-7.23789	-471.472	-7900.78	30481.8	-145.66	-167.348	270.758	0	48.7157	-7.60908	-828.161	-241817	-28447.7	-9885.61	-32.8627	291.502	0
13	1	48.9289	-0.370854	-357.008	-23114.8	-31059.8	1062.91	145	318.746	0	-0.180929	-7.42708	-471.561	-7955.26	30491.8	-146.475	-167.339	270.87	0	48.748	-7.79794	-828.57	-241942	-28377.7	-9859.76	-32.7605	291.498	0
13	2	48.8735	-0.370864	-356.962	-23109.7	-31052.7	1045.01	145.008	318.74	0	-0.18159	-7.50407	-471.284	-7944.56	30486	-146.653	-167.313	270.857	0	48.6919	-7.87493	-828.246	-241847	-28320.9	-9845.88	-32.707	291.494	0
13	3	48.7849	-0.371217	-356.69	-23147.3	-31035	1065.1	144.992	318.895	0	-0.181232	-7.31545	-471.79	-7871.33	30473.7	-145.969	-167.408	270.684	0	48.6037	-7.68666	-828.48	-241862	-28491.1	-9846.1	-32.9092	291.44	0
13	4	48.8512	-0.370937	-357.146	-23110	-31033.1	1056.42	145.108	318.707	0	-0.180528	-7.24936	-471.701	-7896.49	30492	-145.746	-167.357	270.74	0	48.6707	-7.6203	-828.847	-241941	-28347.6	-9886.74	-32.7176	291.409	0
13	5	48.8956	-0.37091	-357.1	-23124.1	-31016.3	1067.55	145.144	318.755	0	-0.178642	-7.18282	-471.108	-7982.58	30475.8	-145.554	-167.31	270.944	0	48.7169	-7.55373	-828.208	-241876	-28223.2	-9902.47	-32.5887	291.559	0
13	6	48.8404	-0.371432	-357.331	-23138.7	-31070.2	1076.61	145.049	318.754	0	-0.180816	-7.27172	-471.427	-7906.61	30528.3	-145.733	-167.243	270.772	0	48.6596	-7.64316	-828.758	-241958	-28242	-9858.68	-32.5936	291.46	0
13	7	48.8959	-0.371164	-357.055	-23147.5	-31035	1069.66	145.081	318.829	0	-0.181678	-7.35936	-471.286	-7873.14	30495	-145.964	-167.294	270.706	0	48.7142	-7.73053	-828.341	-241831	-28274	-9859.53	-32.6454	291.449	0
13	8	48.929	-0.370852	-357.099	-23100.8	-31087.8	1056.21	144.943	318.69	0	-0.181636	-7.4593	-471.284	-7914.74	30476.6	-146.435	-167.333	270.794	0	48.7473	-7.83015	-828.384	-241841	-28336.1	-9858.83	-32.7169	291.441	0
13	9	48.9068	-0.371038	-357.329	-23110.3	-31072.9	1058.62	145.041	318.675	0	-0.181464	-7.41534	-471.423	-7912.8	30491.1	-146.298	-167.321	270.785	0	48.7254	-7.78637	-828.752	-241941	-28284.4	-9860.85	-32.6415	291.434	0
14	0	48.8961	-0.371257	-357.055	-23142.7	-31081.8	1051.62	144.95	318.816	0	-0.181617	-7.35949	-471.698	-7863.88	30468.7	-146.088	-167.406	270.671	0	48.7145	-7.73074	-828.752	-241922	-28441.9	-9877.77	-32.8328	291.414	0
14	1	48.963	-0.371545	-357.147	-23198.9	-31037.9	1064.97	145.095	318.956	0	-0.179683	-7.22648	-471.151	-7928.45	30466.5	-145.608	-167.336	270.828	0	48.7833	-7.59802	-828.299	-241921	-28256.1	-9912.09	-32.6214	291.58	0
14	2	48.9293	-0.371281	-357.055	-23157.1	-31064.5	1074.03	144.998	318.856	0	-0.180528	-7.27045	-471.424	-7883.66	30448.9	-145.758	-167.411	270.723	0	48.7488	-7.64173	-828.479	-241883	-28382.9	-9884.23	-32.7698	291.467	0
14	3	48.9287	-0.370751	-357.009	-23110.3	-31036.4	1080.94	145.065	318.733	0	-0.180887	-7.38187	-471.332	-7925.53	30472.1	-146.201	-167.349	270.815	0	48.7478	-7.75262	-828.34	-241847	-28321.2	-9851.77	-32.7007	291.468	0
14	4	48.9623	-0.370792	-356.825	-23128.6	-31047.1	1062.73	144.991	318.818	0	-0.18205	-7.43706	-471.285	-7885.71	30495.1	-146.269	-167.294	270.732	0	48.7803	-7.80785	-828.11	-241769	-28342.1	-9865.62	-32.7332	291.452	0
14	5	48.8626	-0.371326	-357.239	-23143.1	-31052.4	1069.8	145.077	318.783	0	-0.181436	-7.3924	-471.559	-7879.4	30444.9	-146.226	-167.438	270.709	0	48.6812	-7.76373	-828.798	-241951	-28360.2	-9843.7	-32.7339	291.431	0
14	6	48.9407	-0.371389	-357.009	-23166.2	-31088.4	1060.43	144.92	318.89	0	-0.181696	-7.39269	-471.834	-7865.33	30450.6	-146.267	-167.463	270.67	0	48.759	-7.76408	-828.843	-241971	-28510.4	-9872.84	-32.9097	291.44	0
14	7	48.9626	-0.371283	-357.192	-23147.8	-31094	1069.55	144.949	318.805	0	-0.181277	-7.32596	-471.149	-7881.14	30489.8	-145.83	-167.286	270.728	0	48.7813	-7.69725	-828.341	-241838	-28277.9	-9884.3	-32.6462	291.459	0
14	8	48.8632	-0.371623	-357.102	-23189.2	-31038.4	1044.88	145.083	318.937	0	-0.180882	-7.29273	-471.013	-7893.76	30493.9	-145.697	-167.259	270.759	0	48.6823	-7.66436	-828.115	-241833	-28203.4	-9891.37	-32.5701	291.535	0
14	9	48.874	-0.371522	-357.331	-23161.7	-31057.5	1058.54	145.085	318.819	0	-0.179943	-7.27089	-471.242	-7930.3	30462.3	-145.801	-167.357	270.829	0	48.694	-7.64241	-828.573	-241958	-28254.4	-9885.8	-32.6136	291.525	0
15	0	48.8961	-0.371253	-356.918	-23156.7	-31058.4	1058.28	144.982	318.88	0	-0.180429	-7.32575	-471.285	-7909.4	30434.5	-145.991	-167.422	270.783	0	48.7157	-7.697	-828.203	-241840	-28389.7	-9879.07	-32.7905	291.51	0
15	1	48.9405	-0.371393	-357.238	-23143.3	-31121.1	1069.57	144.884	318.784	0	-0.181814	-7.42528	-471.329	-7871.47	30448.6	-146.256	-167.398	270.701	0	48.7587	-7.79668	-828.567	-241886	-28375.9	-9856.13	-32.7572	291.432	0
15	2	48.8962	-0.37129	-357.009	-23152	-31072.4	1049.33	144.965	318.85	0	-0.182887	-7.50212	-470.686	-7851.3	30478.6	-146.27	-167.246	270.681	0	48.7133	-7.87341	-827.695	-241656	-28200.5	-9847.14	-32.5806	291.457	0
15	3	48.985	-0.371466	-357.376	-23185	-31034.2	1067.37	145.161	318.876	0	-0.180564	-7.32471	-470.826	-7890.87	30418.5	-145.831	-167.393	270.76	0	48.8045	-7.69618	-828.202	-241850	-28173.5	-9892.69	-32.5235	291.522	0
15	4	48.9856	-0.371886	-357.422	-23199.1	-31123.1	1049.21	144.923	318.907	0	-0.179386	-7.23713	-470.784	-7947.69	30455.8	-145.598	-167.308	270.882	0	48.8062	-7.60902	-828.206	-241918	-28205	-9931.3	-32.5612	291.608	0
15	5	49.0295	-0.371207	-356.826	-23179.9	-31073.4	1057.94	144.917	318.962	0	-0.181445	-7.33576	-470.917	-7849.18	30442.1	-145.776	-167.356	270.668	0	48.848	-7.70696	-827.743	-241687	-28339.7	-9910.55	-32.7404	291.486	0
15	6	48.8632	-0.371601	-356.964	-23180	-31075.8	1049.25	144.944	318.936	0	-0.181092	-7.32562	-471.24	-7876.61	30457.5	-145.878	-167.367	270.715	0	48.6821	-7.69722	-828.204	-241831	-28361.2	-9879.55	-32.7578	291.499	0
15	7	48.9742	-0.371494	-357.101	-23189.3	-31066.4	1046.93	145.004	318.938	0	-0.182029	-7.42458	-470.779	-7862.15	30460.3	-146.064	-167.298	270.7	0	48.7922	-7.79607	-827.88	-241748	-28216.4	-9887.29	-32.5886	291.507	0
15	8	48.9961	-0.371379	-357.284	-23166.3	-31081.4	1060.53	145.006	318.84	0	-0.181573	-7.43641	-471.374	-7886	30434.8	-146.357	-167.434	270.73	0	48.8146	-7.80779	-828.658	-241947	-28352.3	-9876.92	-32.7223	291.473	0
15	9	48.919	-0.371825	-357.376	-23189.3	-31101.6	1026.87	144.972	318.888	0	-0.181355	-7.34723	-470.918	-7868.25	30456.2	-145.846	-167.326	270.708	0	48.7377	-7.71905	-828.294	-241856	-28221.4	-9911.13	-32.5816	291.496	0
16	0	48.9635	-0.372001	-357.285	-23226.9	-31084.8	1051.39	144.997	319.01	0	-0.179843	-7.17002	-470.83	-7884.22	30455.7	-145.226	-167.315	270.745	0	48.7837	-7.54202	-828.116	-241856	-28207.9	-9938.48	-32.5697	291.569	0
16	1	48.941	-0.371942	-357.423	-23199.5	-31107.2	1071.77	144.968	318.908	0	-0.179777	-7.17022	-470.694	-7898.15	30473.8	-145.2	-167.258	270.78	0	48.7612	-7.54216	-828.117	-241843	-28147.9	-9912.29	-32.498	291.552	0
16	2	48.9635	-0.372013	-357.56	-23222.2	-31066.1	1040.37	145.116	318.946	0	-0.180864	-7.25911	-471.104	-7869.1	30475.5	-145.566	-167.31	270.704	0	48.7827	-7.63112	-828.664	-241980	-28168.7	-9929.1	-32.5015	291.52	0
16	3	48.8743	-0.371859	-357.606	-23171.2	-31099.7	1049.6	145.034	318.795	0	-0.180633	-7.23743	-471.334	-7877.46	30481.1	-145.567	-167.33	270.713	0	48.6937	-7.60929	-828.94	-242006	-28235.1	-9902.19	-32.576	291.456	0
16	4	48.9633	-0.371912	-357.514	-23194.5	-31117.5	1051.57	144.961	318.877	0	-0.180665	-7.35861	-470.964	-7910.82	30437.8	-146.016	-167.371	270.797	0	48.7827	-7.73052	-828.478	-241951	-28236.3	-9895.45	-32.59	291.545	0
16	5	48.9636	-0.372275	-357.835	-23204.2	-31159.7	1049.4	144.922	318.846	0	-0.180692	-7.36939	-470.917	-7906.69	30423.7	-146.047	-167.395	270.79	0	48.7829	-7.74167	-828.752	-242027	-28207.4	-9895.31	-32.5443	291.539	0
16	6	48.9531	-0.372749	-357.745	-23273.9	-31117.2	1040.24	145.019	319.057	0	-0.180559	-7.19237	-471.013	-7857.01	30475	-145.274	-167.299	270.681	0	48.7726	-7.56512	-828.758	-242040	-28156.1	-9941.89	-32.4828	291.563	0
16	7	48.9308	-0.372605	-357.47	-23259.9	-31134.9	1046.86	144.902	319.068	0	-0.1803	-7.20394	-471.288	-7876.15	30466.9	-145.446	-167.354	270.712	0	48.7505	-7.57654	-828.758	-242046	-28307.9	-9927.13	-32.6679	291.57	0
16	8	48.8642	-0.372783	-357.517	-23264.8	-31127.4	1053.71	144.934	319.073	0	-0.180378	-7.22537	-470.692	-7881.81	30469.2	-145.364	-167.267	270.745	0	48.6838	-7.59815	-828.209	-241918	-28147.2	-9898.35	-32.4977	291.607	0
16	9	48.8083	-0.372346	-357.424	-23217.7	-31106.3	1038.19	144.971	318.958	0	-0.181546	-7.34758	-471.193	-7858.85	30461.9	-145.897	-167.352	270.679	0	48.6268	-7.71992	-828.617	-241957	-28267.6	-9871.69	-32.6312	291.504	0
17	0	48.7752	-0.372999	-357.93	-23256	-31105	1067.63	145.098	318.974	0	-0.182101	-7.38052	-470.918	-7846.18	30479.5	-145.889	-167.276	270.661	0	48.5931	-7.75352	-828.848	-242043	-28066.6	-9826.26	-32.3807	291.525	0
17	1	48.82	-0.372865	-357.517	-23264.5	-31130.2	1035.79	144.927	319.073	0	-0.182048	-7.41405	-470.963	-7866.24	30479.7	-146.068	-167.282	270.702	0	48.6379	-7.78691	-828.48	-241979	-28199.8	-9861.93	-32.5537	291.576	0
17	2	48.831	-0.372678	-357.516	-23250.2	-31121.3	1024.6	144.951	319.033	0	-0.181491	-7.30392	-471.424	-7856.83	30490.8	-145.772	-167.322	270.666	0	48.6495	-7.6766	-828.94	-242068	-28286.6	-9901.05	-32.6407	291.526	0
17	3	48.9865	-0.372703	-357.653	-23283.2	-31109.2	1042.37	145.018	319.1	0	-0.181767	-7.31383	-471.147	-7824.81	30456.9	-145.691	-167.356	270.608	0	48.8047	-7.68654	-828.8	-242033	-28219.7	-9920.4	-32.5566	291.534	0
17	4	48.9091	-0.373163	-357.883	-23302.1	-31120	1040.29	145.044	319.111	0	-0.18049	-7.20252	-470.599	-7852.98	30450	-145.21	-167.295	270.687	0	48.7286	-7.57568	-828.483	-241995	-28054.7	-9928.35	-32.3726	291.605	0
17	5	48.8427	-0.373279	-357.7	-23301.7	-31145.3	1020	144.929	319.143	0	-0.180441	-7.25908	-471.104	-7887.87	30456.9	-145.628	-167.35	270.743	0	48.6623	-7.63236	-828.804	-242114	-28228.5	-9919.21	-32.5746	291.632	0
17	6	48.7758	-0.373439	-357.976	-23283.9	-31161.2	1047.24	144.952	319.043	0	-0.182214	-7.44774	-471.238	-7872.25	30480.9	-146.278	-167.317	270.706	0	48.5936	-7.82118	-829.214	-242193	-28184.2	-9831.81	-32.509	291.573	0
17	7	48.8652	-0.373695	-357.748	-23335.1	-31183.7	1042.29	144.833	319.228	0	-0.18179	-7.39356	-471.516	-7897.7	30524	-146.177	-167.264	270.75	0	48.6834	-7.76726	-829.264	-242280	-28284.6	-9872.01	-32.624	291.663	0
17	8	48.8098	-0.373799	-358.022	-23334.8	-31148.6	1022.37	144.998	319.177	0	-0.180894	-7.29208	-470.874	-7879.89	30470	-145.649	-167.291	270.735	0	48.6289	-7.66588	-828.896	-242164	-28089.8	-9900.9	-32.4048	291.658	0
17	9	48.7989	-0.373875	-357.794	-23344	-31171.5	1019.93	144.878	319.244	0	-0.18015	-7.25968	-471.425	-7906.51	30453.6	-145.768	-167.401	270.772	0	48.6187	-7.63356	-829.219	-242280	-28308.4	-9908.34	-32.6577	291.687	0
18	0	48.7987	-0.373473	-357.609	-23320	-31143.4	999.723	144.912	319.211	0	-0.181186	-7.2813	-471.149	-7860.66	30480.4	-145.633	-167.306	270.684	0	48.6175	-7.65477	-828.758	-242094	-28232.9	-9923.04	-32.5841	291.623	0
18	1	48.8541	-0.373391	-357.563	-23320.3	-31155.1	1013.08	144.868	319.22	0	-0.18092	-7.32681	-471.242	-7918.36	30513.6	-145.919	-167.249	270.803	0	48.6731	-7.7002	-828.806	-242166	-28245.8	-9913.63	-32.5952	291.691	0
18	2	48.8096	-0.3736	-357.702	-23316.2	-31181.3	1033.41	144.829	319.183	0	-0.180693	-7.27108	-471.7	-7883.52	30468.7	-145.818	-167.407	270.713	0	48.6289	-7.64468	-829.401	-242276	-28388.1	-9894.81	-32.7468	291.617	0
18	3	48.8323	-0.374242	-358.389	-23358.6	-31182.4	1024.67	144.993	319.176	0	-0.181387	-7.41494	-471.833	-7889.67	30436.7	-146.417	-167.493	270.721	0	48.651	-7.78919	-830.223	-242540	-28293.3	-9876.83	-32.5993	291.638	0
18	4	48.7876	-0.373799	-358.022	-23325.5	-31161.7	1020.16	144.962	319.151	0	-0.181979	-7.39293	-471.423	-7874.46	30504.9	-146.115	-167.292	270.704	0	48.6056	-7.76673	-829.446	-242293	-28193.2	-9874.46	-32.5106	291.615	0
18	5	48.8431	-0.373799	-358.434	-23320.8	-31154.8	1009.12	145.081	319.063	0	-0.181303	-7.38165	-471.514	-7892.86	30463.4	-146.187	-167.392	270.739	0	48.6618	-7.75545	-829.948	-242434	-28155.8	-9902.47	-32.4431	291.609	0
18	6	48.9211	-0.373911	-358.296	-23348.8	-31176.8	1013.3	144.986	319.166	0	-0.180541	-7.31588	-471.608	-7922.67	30482.4	-146.027	-167.365	270.799	0	48.7405	-7.68979	-829.905	-242478	-28215.8	-9933.3	-32.5131	291.681	0
18	7	48.8656	-0.37387	-357.976	-23343.9	-31188.4	1008.68	144.876	319.211	0	-0.180378	-7.26021	-471.426	-7911	30490.9	-145.741	-167.322	270.781	0	48.6852	-7.63408	-829.402	-242331	-28248.9	-9936.35	-32.5752	291.684	0
18	8	48.877	-0.374198	-357.977	-23372.2	-31217	1013.02	144.796	319.29	0	-0.18131	-7.3148	-471.332	-7866.71	30476.5	-145.823	-167.34	270.69	0	48.6957	-7.689	-829.309	-242294	-28270.5	-9922.28	-32.6041	291.669	0
18	9	48.8986	-0.37373	-358.205	-23330.2	-31171.1	1017.84	144.98	319.131	0	-0.180991	-7.32657	-471.836	-7885.85	30459.9	-146.069	-167.444	270.713	0	48.7176	-7.7003	-830.041	-242457	-28305.3	-9920.48	-32.6173	291.608	0
19	0	48.91	-0.374316	-358.344	-23373.1	-31213.8	1049.15	144.894	319.225	0	-0.181253	-7.39312	-471.835	-7897.99	30455.4	-146.339	-167.453	270.739	0	48.7288	-7.76743	-830.179	-242550	-28320.3	-9877.1	-32.6294	291.668	0
19	1	48.81	-0.374093	-358.526	-23335	-31172.1	1013.63	145.055	319.086	0	-0.182295	-7.41482	-471.742	-7847.48	30473.5	-146.255	-167.402	270.635	0	48.6277	-7.78892	-830.268	-242486	-28192.5	-9881.78	-32.4771	291.557	0
19	2	48.9098	-0.373767	-358.067	-23339.5	-31180.9	1022.19	144.919	319.182	0	-0.181751	-7.38338	-471.793	-7911.06	30553.2	-146.219	-167.24	270.768	0	48.728	-7.75715	-829.86	-242448	-28244.1	-9905.87	-32.5501	291.658	0
19	3	48.9548	-0.374015	-357.976	-23367.2	-31224.9	999.433	144.774	319.276	0	-0.179922	-7.21624	-471.291	-7932.4	30513.7	-145.571	-167.255	270.831	0	48.7748	-7.59026	-829.266	-242339	-28235.6	-9978.37	-32.5593	291.744	0
19	4	48.8874	-0.373363	-357.608	-23315.6	-31175.2	1008.55	144.823	319.199	0	-0.18176	-7.35964	-471.515	-7868.44	30495.9	-146.018	-167.324	270.688	0	48.7057	-7.733	-829.124	-242194	-28337.3	-9918.98	-32.6919	291.611	0
19	5	48.9763	-0.373433	-357.746	-23339	-31165	1015.2	144.885	319.239	0	-0.182295	-7.33686	-471.332	-7825.48	30504.4	-145.777	-167.28	270.603	0	48.794	-7.71029	-829.077	-242161	-28248.5	-9939.82	-32.5814	291.589	0
19	6	48.9099	-0.373759	-358.113	-23339.2	-31176.3	1006.49	144.943	319.173	0	-0.183047	-7.54936	-472.063	-7890.08	30526.4	-146.868	-167.334	270.714	0	48.7269	-7.92312	-830.176	-242515	-28317.9	-9883.74	-32.6273	291.618	0
19	7	48.9762	-0.373467	-358.203	-23302.3	-31216.5	1017.73	144.853	319.053	0	-0.181881	-7.39403	-471.883	-7892.97	30525.5	-146.27	-167.311	270.727	0	48.7943	-7.7675	-830.086	-242451	-28299.5	-9924.7	-32.6046	291.581	0
19	8	48.9545	-0.374023	-358.388	-23358.3	-31192.2	1015.5	144.965	319.176	0	-0.180607	-7.33871	-471.838	-7937.49	30497.4	-146.192	-167.365	270.823	0	48.7739	-7.71273	-830.226	-242585	-28249.3	-9934.52	-32.5396	291.696	0
19	9	49.0435	-0.37383	-358.203	-23367.1	-31191.3	997.263	144.923	319.234	0	-0.180835	-7.29417	-471.793	-7907.57	30511.1	-145.937	-167.329	270.761	0	48.8626	-7.668	-829.996	-242503	-28271	-9985.27	-32.5699	291.681	0
20	0	48.9317	-0.373376	-358.066	-23301.9	-31181.8	1011.04	144.916	319.077	0	-0.181347	-7.27175	-471.656	-7873.87	30533.8	-145.717	-167.263	270.694	0	48.7504	-7.64512	-829.722	-242334	-28234.3	-9947.78	-32.5422	291.574	0
20	1	48.9203	-0.373314	-358.021	-23293.1	-31181.3	1038.02	144.906	319.061	0	-0.182231	-7.44817	-471.422	-7876.84	30491	-146.332	-167.321	270.709	0	48.7381	-7.82149	-829.442	-242265	-28232.7	-9877.69	-32.5512	291.579	0
20	2	48.9097	-0.373843	-358.617	-23325.9	-31167	1024.83	145.091	319.044	0	-0.181096	-7.30558	-471.931	-7903.27	30525.7	-145.992	-167.317	270.747	0	48.7286	-7.67942	-830.547	-242598	-28162	-9921.04	-32.4245	291.601	0
20	3	48.9317	-0.37355	-358.296	-23307.1	-31186.5	1026.88	144.959	319.05	0	-0.181638	-7.41616	-471.836	-7912.65	30511.4	-146.396	-167.335	270.77	0	48.75	-7.78971	-830.132	-242488	-28249.6	-9899.36	-32.5449	291.608	0
20	4	49.0426	-0.373353	-358.66	-23297.6	-31172.6	1015.76	145.086	318.957	0	-0.181776	-7.427	-472.064	-7894.53	30484.3	-146.486	-167.423	270.723	0	48.8608	-7.80036	-830.724	-242612	-28235.5	-9936.21	-32.4993	291.548	0
20	5	48.9652	-0.373637	-358.478	-23325.4	-31159.9	1011.2	145.077	319.068	0	-0.180912	-7.28238	-471.563	-7888.54	30496.1	-145.802	-167.33	270.729	0	48.7843	-7.65601	-830.041	-242454	-28134.6	-9953.94	-32.4074	291.605	0
