		FP1 - Force			FP1 - Moment			FP1 - CoP			FP2 - Force			FP2 - Moment			FP2 - CoP			Combined Force			Combined Moment			Combined CoP		
Frame	Sub Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm
265	0	49.3513	-0.32908	-346.748	-19780	-29080.3	1483.79	148.134	311.044	0	-0.179319	-6.50207	-481.677	-7810.14	30839.6	-145.346	-167.975	270.215	0	49.172	-6.83115	-828.424	-238378	-30775.1	-9748.62	-35.6631	287.304	0
265	1	49.3741	-0.329576	-346.794	-19822.2	-29123.4	1481.33	148.021	311.158	0	-0.180738	-6.61173	-481.169	-7768.13	30842.2	-145.494	-167.902	270.144	0	49.1934	-6.94131	-827.964	-238266	-30689	-9731.55	-35.5766	287.323	0
265	2	49.374	-0.329509	-347.068	-19794.2	-29146.8	1468.05	148.02	311.033	0	-0.181225	-6.80082	-481.35	-7822.69	30833.9	-146.354	-167.943	270.252	0	49.1928	-7.13033	-828.418	-238416	-30698.6	-9702.05	-35.5692	287.337	0
265	3	49.3742	-0.329667	-347.252	-19812.8	-29118.8	1463.66	148.145	311.056	0	-0.180805	-6.70065	-481.488	-7790.61	30810.9	-145.986	-168.009	270.18	0	49.1934	-7.03031	-828.74	-238480	-30682.8	-9729.29	-35.5366	287.308	0
265	4	49.3629	-0.329327	-347.022	-19788.9	-29108.9	1445.65	148.118	311.025	0	-0.180321	-6.64688	-481.538	-7839.26	30890.5	-145.836	-167.85	270.28	0	49.1826	-6.97621	-828.56	-238457	-30657.9	-9756.7	-35.5149	287.345	0
265	5	49.3299	-0.32979	-347.161	-19822	-29116.9	1459.14	148.129	311.098	0	-0.180539	-6.55694	-481.446	-7765.68	30861.9	-145.351	-167.898	270.13	0	49.1494	-6.88673	-828.607	-238424	-30639.6	-9755.06	-35.4923	287.294	0
265	6	49.3854	-0.329578	-346.885	-19821.8	-29123.9	1458.89	148.042	311.142	0	-0.179147	-6.42426	-481.221	-7802.12	30874.9	-144.883	-167.84	270.213	0	49.2062	-6.75384	-828.106	-238327	-30648.1	-9799.76	-35.5205	287.358	0
265	7	49.3185	-0.329705	-347.161	-19799.2	-29144.5	1479.4	148.049	311.032	0	-0.180258	-6.56799	-481.354	-7784.88	30852.2	-145.418	-167.905	270.173	0	49.1383	-6.89769	-828.515	-238398	-30655.1	-9729.48	-35.5154	287.293	0
265	8	49.4075	-0.329556	-347.068	-19808.1	-29143.5	1463.47	148.029	311.073	0	-0.18058	-6.67823	-481.396	-7789.75	30801.2	-145.888	-168.017	270.182	0	49.2269	-7.00779	-828.464	-238403	-30740.3	-9743.04	-35.6158	287.312	0
265	9	49.3296	-0.329552	-346.886	-19808.1	-29116.8	1474.76	148.062	311.103	0	-0.181402	-6.69972	-481.166	-7748.65	30809.5	-145.797	-167.969	270.104	0	49.1482	-7.02928	-828.052	-238259	-30691.1	-9706.71	-35.5778	287.279	0
266	0	49.3852	-0.329568	-347.526	-19784.9	-29137.9	1454.87	148.156	310.931	0	-0.180976	-6.72365	-481.352	-7819.3	30866.5	-146.037	-167.875	270.244	0	49.2042	-7.05322	-828.878	-238517	-30552.3	-9735.57	-35.3722	287.303	0
266	1	49.4301	-0.329871	-347.252	-19845.4	-29125.8	1456.73	148.125	311.15	0	-0.180451	-6.61247	-481.582	-7786.76	30839.2	-145.66	-167.963	270.169	0	49.2496	-6.94234	-828.834	-238529	-30685.8	-9770.53	-35.5333	287.339	0
266	2	49.4075	-0.329567	-346.977	-19826.6	-29106.1	1467.92	148.115	311.141	0	-0.179828	-6.45762	-481.358	-7780.08	30889.5	-144.975	-167.828	270.163	0	49.2277	-6.78719	-828.335	-238370	-30627	-9788.6	-35.4844	287.328	0
266	3	49.33	-0.329751	-346.977	-19821.9	-29130.9	1456.76	148.044	311.127	0	-0.17953	-6.44516	-481.08	-7761.28	30827.6	-144.874	-167.92	270.133	0	49.1504	-6.77491	-828.058	-238275	-30646.3	-9782.93	-35.523	287.311	0
266	4	49.3302	-0.329968	-346.841	-19840.7	-29163.6	1461.06	147.916	311.204	0	-0.179864	-6.56773	-481.399	-7794.37	30819.8	-145.486	-167.979	270.191	0	49.1503	-6.8977	-828.24	-238379	-30791.9	-9751.08	-35.6918	287.366	0
266	5	49.3296	-0.329729	-347.298	-19799.2	-29140.3	1477.23	148.094	311.009	0	-0.181077	-6.63423	-481.672	-7750.37	30830.2	-145.689	-167.993	270.091	0	49.1486	-6.96396	-828.97	-238482	-30714.8	-9719.31	-35.5681	287.233	0
266	6	49.3742	-0.329594	-347.16	-19803.3	-29137.4	1454.61	148.069	311.044	0	-0.180662	-6.66673	-480.893	-7789.25	30822.5	-145.681	-167.906	270.198	0	49.1936	-6.99632	-828.052	-238293	-30574.5	-9745.86	-35.4338	287.322	0
266	7	49.452	-0.329454	-347.022	-19817.1	-29122	1454.41	148.08	311.106	0	-0.180174	-6.60067	-481.169	-7791.1	30823.6	-145.527	-167.94	270.192	0	49.2718	-6.93012	-828.191	-238341	-30657	-9780.96	-35.524	287.336	0
266	8	49.3521	-0.329594	-346.885	-19812.4	-29136.5	1452.2	148.005	311.115	0	-0.17935	-6.46798	-481.355	-7785.5	30828.8	-145.088	-167.954	270.174	0	49.1728	-6.79758	-828.241	-238337	-30736.3	-9788.09	-35.6233	287.321	0
266	9	49.4189	-0.329852	-346.978	-19845.5	-29148.7	1467.77	147.993	311.195	0	-0.179585	-6.4889	-480.666	-7772.58	30816.7	-144.95	-167.888	270.17	0	49.2393	-6.81875	-827.644	-238207	-30583.8	-9784.57	-35.4595	287.37	0
267	0	49.3631	-0.329738	-346.978	-19827.1	-29127.6	1483.67	148.053	311.142	0	-0.17899	-6.44582	-481.127	-7803.25	30837.3	-144.976	-167.906	270.219	0	49.1841	-6.77556	-828.105	-238334	-30645.5	-9764.52	-35.5184	287.366	0
267	1	49.4077	-0.329757	-347.114	-19826.7	-29148.2	1458.94	148.027	311.119	0	-0.180165	-6.56646	-480.802	-7766.5	30808	-145.26	-167.924	270.153	0	49.2276	-6.89621	-827.916	-238255	-30591	-9772.86	-35.4575	287.329	0
267	2	49.3736	-0.329383	-347.389	-19766.7	-29137.4	1486.32	148.124	310.901	0	-0.180798	-6.58846	-480.939	-7734.72	30808.4	-145.304	-167.941	270.083	0	49.1928	-6.91784	-828.327	-238268	-30545.9	-9731.54	-35.3876	287.201	0
267	3	49.3519	-0.329572	-347.16	-19794.2	-29141.2	1463.65	148.058	311.017	0	-0.180568	-6.66707	-480.893	-7803.19	30836.5	-145.699	-167.877	270.226	0	49.1713	-6.99664	-828.053	-238298	-30563.3	-9731.1	-35.4214	287.328	0
267	4	49.4302	-0.329843	-347.343	-19831.1	-29149.2	1436.56	148.079	311.094	0	-0.180008	-6.50079	-481.217	-7758.88	30832.9	-145.1	-167.927	270.123	0	49.2502	-6.83063	-828.559	-238412	-30610.4	-9815.95	-35.4532	287.299	0
267	5	49.4295	-0.329417	-346.976	-19794.3	-29163.1	1476.88	147.951	311.048	0	-0.179177	-6.47914	-481.218	-7804.64	30833	-145.128	-167.927	270.219	0	49.2503	-6.80856	-828.195	-238327	-30709.5	-9780.57	-35.5885	287.324	0
267	6	49.4183	-0.329512	-347.115	-19817.8	-29097.2	1490.51	148.174	311.093	0	-0.178656	-6.34511	-481.127	-7757.25	30799.7	-144.55	-167.984	270.123	0	49.2397	-6.67463	-828.242	-238309	-30623.4	-9794.5	-35.4828	287.293	0
267	7	49.3409	-0.329718	-347.16	-19794.4	-29178.1	1468.09	147.952	311.018	0	-0.180851	-6.57784	-481.26	-7729.52	30814.4	-145.339	-167.971	270.061	0	49.16	-6.90755	-828.42	-238314	-30706	-9743.98	-35.5795	287.225	0
267	8	49.4185	-0.329674	-347.709	-19799	-29125.4	1459.41	148.236	310.941	0	-0.180262	-6.62215	-481.213	-7773.55	30781.7	-145.62	-168.033	270.154	0	49.2383	-6.95183	-828.922	-238492	-30551.4	-9762.65	-35.3671	287.263	0
267	9	49.3745	-0.32999	-347.39	-19827.1	-29160.9	1461.37	148.057	311.074	0	-0.180696	-6.57846	-481.307	-7752.74	30838	-145.383	-167.929	270.108	0	49.1938	-6.90845	-828.697	-238440	-30624.4	-9759.26	-35.4674	287.281	0
268	0	49.3853	-0.329856	-347.344	-19799.4	-29208.1	1474.81	147.91	311.003	0	-0.179933	-6.54478	-481.032	-7774.85	30813.6	-145.262	-167.943	270.163	0	49.2054	-6.87463	-828.376	-238352	-30644	-9756.36	-35.5035	287.287	0
268	1	49.4741	-0.329593	-347.343	-19808.4	-29155.7	1472.51	148.061	311.029	0	-0.179743	-6.41114	-481.079	-7717.99	30804.1	-144.678	-167.969	270.043	0	49.2943	-6.74074	-828.422	-238310	-30616.1	-9811.36	-35.4632	287.228	0
268	2	49.2853	-0.329883	-347.345	-19799.5	-29152.4	1484.04	148.071	311.002	0	-0.179298	-6.38955	-480.898	-7754.29	30836.1	-144.599	-167.878	270.125	0	49.106	-6.71943	-828.243	-238290	-30530.3	-9756.88	-35.3769	287.268	0
268	3	49.3632	-0.330015	-347.39	-19822.8	-29169.8	1481.61	148.032	311.062	0	-0.179208	-6.42298	-481.035	-7769.72	30822.8	-144.806	-167.924	270.152	0	49.184	-6.75299	-828.425	-238377	-30585.3	-9771.72	-35.4317	287.307	0
268	4	49.3742	-0.329924	-347.573	-19795	-29203	1477.23	147.98	310.952	0	-0.180342	-6.57829	-481.489	-7757.56	30801.4	-145.484	-168.029	270.112	0	49.1939	-6.90822	-829.062	-238506	-30702.5	-9743.54	-35.5464	287.233	0
268	5	49.3297	-0.329825	-347.207	-19813.4	-29140.3	1488.37	148.072	311.065	0	-0.181408	-6.67691	-480.982	-7729.14	30794.7	-145.634	-167.975	270.07	0	49.1483	-7.00673	-828.189	-238278	-30612.6	-9698.25	-35.4766	287.256	0
268	6	49.4408	-0.329667	-347.252	-19817.7	-29145	1470.25	148.07	311.07	0	-0.180429	-6.6339	-481.351	-7783.19	30810.3	-145.693	-167.992	270.169	0	49.2604	-6.96356	-828.603	-238440	-30681.3	-9754.81	-35.5367	287.31	0
268	7	49.2746	-0.330184	-347.345	-19831.8	-29152	1463.73	148.072	311.095	0	-0.179184	-6.43334	-480.85	-7761.02	30794	-144.801	-167.959	270.14	0	49.0955	-6.76352	-828.195	-238319	-30560.4	-9764.73	-35.4157	287.317	0
268	8	49.4412	-0.329918	-346.841	-19859.7	-29159	1481.08	147.93	311.259	0	-0.179144	-6.38906	-481.08	-7740.48	30790.2	-144.665	-167.998	270.09	0	49.262	-6.71898	-827.92	-238255	-30748.3	-9799.71	-35.6462	287.337	0
268	9	49.352	-0.329745	-347.252	-19808.3	-29141.2	1468.16	148.081	311.043	0	-0.178342	-6.36632	-480.713	-7767.76	30760.8	-144.574	-168.01	270.159	0	49.1736	-6.69607	-827.965	-238241	-30576.3	-9795.27	-35.4403	287.306	0
269	0	49.3521	-0.329982	-347.482	-19827.3	-29127.2	1479.49	148.176	311.06	0	-0.179503	-6.47741	-480.986	-7748.95	30771.3	-144.993	-168.025	270.111	0	49.1726	-6.80739	-828.468	-238374	-30561.2	-9758.58	-35.4013	287.286	0
269	1	49.3077	-0.329879	-347.481	-19803.6	-29139.4	1457.13	148.141	310.992	0	-0.180441	-6.63333	-481.03	-7778.6	30804.3	-145.595	-167.962	270.171	0	49.1272	-6.96321	-828.511	-238398	-30548.6	-9734.14	-35.3868	287.291	0
269	2	49.3409	-0.32985	-347.436	-19808.5	-29140.8	1470.53	148.126	311.013	0	-0.179434	-6.54456	-480.986	-7793.67	30785.4	-145.321	-167.995	270.204	0	49.1615	-6.87441	-828.421	-238391	-30570.8	-9749.58	-35.4155	287.319	0
269	3	49.3745	-0.330006	-347.527	-19817.7	-29174.9	1454.71	148.05	311.025	0	-0.179004	-6.39013	-481.082	-7777.58	30841.6	-144.701	-167.891	270.167	0	49.1955	-6.72014	-828.609	-238425	-30551.4	-9808.98	-35.3824	287.303	0
269	4	49.3854	-0.329786	-347.252	-19803.7	-29189.4	1461.29	147.942	311.03	0	-0.178891	-6.37884	-481.219	-7767.87	30818.8	-144.701	-167.957	270.142	0	49.2065	-6.70863	-828.471	-238366	-30684.4	-9807.75	-35.5486	287.28	0
269	5	49.3192	-0.330389	-347.574	-19836.9	-29196	1470.45	148.001	311.072	0	-0.179123	-6.37861	-480.761	-7767.78	30849.6	-144.538	-167.832	270.157	0	49.1401	-6.709	-828.336	-238365	-30477.3	-9781.72	-35.3068	287.326	0
269	6	49.3413	-0.330152	-347.253	-19836.5	-29182.9	1463.51	147.961	311.124	0	-0.17955	-6.38886	-480.44	-7740.31	30843.6	-144.426	-167.801	270.111	0	49.1618	-6.71902	-827.693	-238174	-30471.6	-9791.66	-35.3254	287.318	0
269	7	49.3078	-0.330197	-347.483	-19832.2	-29153.4	1479.49	148.101	311.074	0	-0.179237	-6.54496	-481.032	-7812.29	30795	-145.368	-167.981	270.241	0	49.1286	-6.87515	-828.515	-238457	-30572.3	-9732.29	-35.4151	287.366	0
269	8	49.2961	-0.329818	-347.711	-19781.1	-29138.9	1491.06	148.198	310.889	0	-0.181197	-6.63286	-480.984	-7731.87	30813.3	-145.464	-167.937	270.075	0	49.1149	-6.96268	-828.694	-238375	-30474.7	-9697.03	-35.2903	287.2	0
269	9	49.2969	-0.330447	-347.803	-19832.4	-29181.1	1472.9	148.099	311.022	0	-0.180027	-6.4654	-480.664	-7706.52	30769.8	-144.763	-167.985	270.033	0	49.1169	-6.79585	-828.467	-238336	-30465.5	-9753.65	-35.288	287.241	0
270	0	49.3299	-0.329947	-347.482	-19813.2	-29145	1468.3	148.125	311.019	0	-0.179186	-6.43435	-481.127	-7779.49	30827.9	-144.89	-167.926	270.169	0	49.1507	-6.7643	-828.608	-238424	-30553.9	-9774	-35.388	287.3	0
270	1	49.3858	-0.330211	-347.024	-19850.7	-29217.5	1476.69	147.806	311.203	0	-0.17855	-6.36714	-481.08	-7767.59	30785.6	-144.654	-168.007	270.146	0	49.2073	-6.69735	-828.105	-238319	-30766.6	-9795.28	-35.6632	287.351	0
270	2	49.2522	-0.329982	-347.39	-19812.9	-29123	1459.4	148.166	311.034	0	-0.179206	-6.40005	-480.531	-7759.52	30825.3	-144.555	-167.851	270.148	0	49.073	-6.73003	-827.921	-238228	-30415.1	-9770.71	-35.2524	287.303	0
270	3	49.2525	-0.330381	-347.483	-19836.8	-29165.1	1470.54	148.067	311.087	0	-0.180103	-6.55572	-480.803	-7775.28	30826.6	-145.223	-167.885	270.171	0	49.0724	-6.8861	-828.286	-238367	-30497	-9724.37	-35.3365	287.336	0
270	4	49.2854	-0.329951	-347.161	-19794.8	-29213.2	1479.34	147.851	311.019	0	-0.180002	-6.54377	-480.801	-7751.71	30779.9	-145.175	-167.982	270.122	0	49.1054	-6.87372	-827.963	-238219	-30667.5	-9726.57	-35.5544	287.27	0
270	5	49.4298	-0.329892	-347.481	-19808.9	-29200.7	1477.06	147.965	311.007	0	-0.179865	-6.52284	-480.987	-7778.51	30832	-145.16	-167.898	270.172	0	49.2499	-6.85273	-828.468	-238387	-30577.9	-9770.38	-35.4173	287.299	0
270	6	49.3856	-0.330104	-347.619	-19827.3	-29170.8	1463.72	148.084	311.037	0	-0.179545	-6.5447	-481.077	-7788.97	30790.5	-145.331	-167.997	270.191	0	49.2061	-6.8748	-828.696	-238475	-30576.4	-9767.77	-35.4083	287.325	0
270	7	49.3192	-0.330225	-347.482	-19836.3	-29163.3	1450.23	148.073	311.086	0	-0.178518	-6.33332	-480.669	-7756.89	30793.2	-144.384	-167.937	270.138	0	49.1407	-6.66354	-828.15	-238304	-30501	-9812.32	-35.3431	287.319	0
270	8	49.341	-0.330002	-347.665	-19817.8	-29131.5	1463.91	148.208	311.003	0	-0.178632	-6.33352	-480.806	-7752.17	30798.4	-144.408	-167.944	270.123	0	49.1624	-6.66352	-828.471	-238362	-30454.2	-9804.09	-35.2721	287.278	0
270	9	49.3184	-0.329657	-347.435	-19771.3	-29172.5	1470.61	148.035	310.906	0	-0.179744	-6.48944	-480.759	-7777.1	30845.1	-144.959	-167.841	270.177	0	49.1387	-6.8191	-828.194	-238277	-30490	-9755.97	-35.3283	287.263	0
271	0	49.2849	-0.329514	-347.298	-19766.5	-29138.4	1477.4	148.1	310.915	0	-0.179412	-6.43374	-481.125	-7751.59	30804.4	-144.848	-167.974	270.111	0	49.1055	-6.76326	-828.423	-238303	-30611	-9753.41	-35.4672	287.217	0
271	1	49.2853	-0.329836	-347.527	-19785.2	-29157.1	1463.96	148.101	310.931	0	-0.179593	-6.46697	-481.033	-7757.64	30808.8	-144.95	-167.953	270.127	0	49.1057	-6.79681	-828.56	-238364	-30551.1	-9759.44	-35.3888	287.242	0
271	2	49.3852	-0.329522	-347.479	-19766.2	-29184.7	1448.07	148.01	310.885	0	-0.178805	-6.44456	-480.896	-7784.88	30780.3	-144.923	-167.994	270.188	0	49.2064	-6.77409	-828.375	-238324	-30591.1	-9805.98	-35.4393	287.259	0
271	3	49.3963	-0.329721	-347.435	-19785.5	-29199.2	1477.16	147.958	310.947	0	-0.178351	-6.38859	-480.713	-7778.02	30760.8	-144.676	-168.01	270.18	0	49.2179	-6.71831	-828.147	-238276	-30593.8	-9792.5	-35.4512	287.283	0
271	4	49.3739	-0.329287	-347.204	-19765.9	-29142.1	1452.5	148.067	310.929	0	-0.177876	-6.26797	-480.81	-7791.23	30835.8	-144.225	-167.867	270.204	0	49.196	-6.59725	-828.014	-238230	-30536.4	-9838.77	-35.3891	287.281	0
271	5	49.2744	-0.330013	-347.391	-19808.6	-29156.7	1470.56	148.07	311.021	0	-0.178438	-6.35602	-480.852	-7776.43	30798.7	-144.556	-167.95	270.172	0	49.0959	-6.68603	-828.243	-238320	-30550.3	-9775.51	-35.4016	287.306	0
271	6	49.3403	-0.329191	-347.296	-19743	-29140.7	1468.4	148.093	310.848	0	-0.17918	-6.42228	-480.668	-7765.16	30811.9	-144.7	-167.898	270.155	0	49.1611	-6.75147	-827.964	-238175	-30503.3	-9778.95	-35.3528	287.224	0
271	7	49.3628	-0.329251	-346.975	-19761.2	-29169.6	1450.09	147.932	310.953	0	-0.179001	-6.45621	-480.805	-7799.16	30822	-144.928	-167.895	270.221	0	49.1838	-6.78547	-827.781	-238183	-30629.4	-9795.48	-35.5121	287.294	0
271	8	49.4073	-0.329587	-347.526	-19785.3	-29152.9	1472.79	148.113	310.932	0	-0.178418	-6.39049	-481.083	-7814.95	30837.1	-144.793	-167.901	270.245	0	49.2288	-6.72008	-828.609	-238430	-30535.7	-9799.3	-35.3617	287.309	0
271	9	49.3297	-0.329617	-347.297	-19784.9	-29149.6	1459.28	148.067	310.968	0	-0.178315	-6.43453	-481.218	-7821.65	30795.7	-145.047	-168.005	270.254	0	49.1514	-6.76415	-828.515	-238414	-30654.5	-9783.23	-35.5135	287.321	0
272	0	49.3408	-0.329792	-347.618	-19790	-29150.1	1470.68	148.143	310.93	0	-0.177976	-6.31196	-480.534	-7802.49	30830.1	-144.335	-167.842	270.237	0	49.1628	-6.64175	-828.152	-238303	-30389.3	-9802.26	-35.2066	287.318	0
272	1	49.3965	-0.329772	-347.526	-19794.5	-29180.5	1459.24	148.034	310.958	0	-0.178189	-6.40109	-480.716	-7829.52	30826.3	-144.771	-167.874	270.287	0	49.2183	-6.73086	-828.242	-238361	-30489.2	-9807.74	-35.3209	287.353	0
272	2	49.3292	-0.329107	-347.021	-19733.5	-29172.9	1465.98	147.933	310.865	0	-0.177962	-6.34552	-480.808	-7813.23	30817.3	-144.571	-167.905	270.25	0	49.1512	-6.67463	-827.829	-238176	-30625.8	-9796.37	-35.5074	287.276	0
272	3	49.3738	-0.329576	-347.755	-19757.6	-29174.9	1477.51	148.105	310.815	0	-0.179264	-6.49067	-481.173	-7818.98	30860.9	-145.16	-167.863	270.25	0	49.1945	-6.82025	-828.928	-238492	-30500.1	-9763.17	-35.3072	287.268	0
272	4	49.3958	-0.329226	-347.159	-19761.9	-29147.7	1486.15	148.039	310.925	0	-0.179017	-6.4564	-481.537	-7775.93	30778.2	-145.129	-168.083	270.148	0	49.2168	-6.78562	-828.696	-238393	-30778.3	-9767.96	-35.6525	287.23	0
272	5	49.3625	-0.329261	-347.571	-19738.5	-29151	1468.53	148.129	310.79	0	-0.178953	-6.40165	-481.311	-7787.34	30842.6	-144.828	-167.92	270.179	0	49.1835	-6.73091	-828.882	-238426	-30568.4	-9789.42	-35.3925	287.208	0
272	6	49.3847	-0.329391	-347.755	-19757.4	-29123.9	1479.84	148.252	310.814	0	-0.178191	-6.32398	-480.947	-7807.44	30855.1	-144.48	-167.845	270.234	0	49.2065	-6.65337	-828.702	-238415	-30403.4	-9801.5	-35.1989	287.263	0
272	7	49.4846	-0.329121	-347.159	-19761.9	-29170.2	1485.99	147.975	310.925	0	-0.177777	-6.32323	-480.762	-7812.34	30812.4	-144.482	-167.909	270.25	0	49.3068	-6.65235	-827.921	-238226	-30592.6	-9820.97	-35.4549	287.305	0
272	8	49.3957	-0.328994	-347.158	-19742.7	-29133.6	1466.01	148.08	310.87	0	-0.178342	-6.36748	-480.487	-7809.43	30839.3	-144.526	-167.817	270.253	0	49.2174	-6.69648	-827.645	-238136	-30462	-9808.04	-35.313	287.29	0
272	9	49.3179	-0.329133	-347.434	-19738.3	-29102.3	1470.85	148.236	310.812	0	-0.179683	-6.43455	-481.036	-7765.31	30864.8	-144.793	-167.837	270.143	0	49.1382	-6.76368	-828.47	-238300	-30464	-9767.95	-35.2858	287.198	0
273	0	49.3401	-0.329215	-347.663	-19729.2	-29136	1470.92	148.195	310.748	0	-0.17814	-6.40155	-481.128	-7829.5	30818.7	-144.898	-167.945	270.273	0	49.162	-6.73077	-828.791	-238435	-30513	-9781.64	-35.3302	287.252	0
273	1	49.4063	-0.328745	-347.341	-19710.5	-29124.7	1486.45	148.15	310.747	0	-0.177816	-6.39037	-480.991	-7843.09	30813.5	-144.855	-167.938	270.306	0	49.2285	-6.71912	-828.332	-238313	-30552.8	-9785.44	-35.394	287.264	0
273	2	49.5513	-0.329091	-347.341	-19775.6	-29140.3	1472.54	148.105	310.934	0	-0.178468	-6.424	-480.991	-7834.96	30850.8	-144.918	-167.86	270.289	0	49.3729	-6.75309	-828.332	-238371	-30537.6	-9828.48	-35.3679	287.333	0
273	3	49.4402	-0.329134	-347.25	-19752.4	-29163.6	1472.66	148.016	310.882	0	-0.177533	-6.29121	-480.994	-7838.7	30860	-144.443	-167.841	270.297	0	49.2627	-6.62035	-828.244	-238324	-30568.6	-9830.41	-35.415	287.313	0
273	4	49.3623	-0.329237	-347.205	-19743.5	-29174.3	1495.22	147.974	310.864	0	-0.178562	-6.38969	-480.67	-7801.03	30830.7	-144.647	-167.859	270.23	0	49.1838	-6.71892	-827.875	-238188	-30540.8	-9765.35	-35.4007	287.271	0
273	5	49.4508	-0.32872	-347.66	-19701	-29131.3	1466.37	148.208	310.667	0	-0.178829	-6.47931	-481.036	-7832.64	30841.7	-145.132	-167.885	270.283	0	49.272	-6.80803	-828.696	-238390	-30469.3	-9796.4	-35.2755	287.225	0
273	6	49.4949	-0.328432	-347.522	-19682.4	-29137.8	1479.76	148.156	310.637	0	-0.179578	-6.65686	-481.078	-7863.41	30832.8	-145.858	-167.909	270.345	0	49.3153	-6.98529	-828.601	-238385	-30528.5	-9753.86	-35.3487	287.244	0
273	7	49.4293	-0.329434	-347.846	-19752.7	-29167.9	1468.53	148.147	310.786	0	-0.178303	-6.45722	-481.31	-7841.16	30810.2	-145.184	-167.987	270.291	0	49.251	-6.78665	-829.156	-238566	-30556.8	-9794.19	-35.3631	287.28	0
273	8	49.4178	-0.329119	-347.479	-19738.8	-29148.6	1488.63	148.114	310.806	0	-0.178031	-6.40148	-481.082	-7834.2	30813.8	-144.9	-167.949	270.285	0	49.2397	-6.7306	-828.561	-238391	-30565.8	-9783.69	-35.3995	287.278	0
273	9	49.3846	-0.329264	-347.388	-19757.4	-29133.2	1488.59	148.136	310.874	0	-0.177902	-6.30269	-481.178	-7829.7	30879.4	-144.495	-167.825	270.272	0	49.2067	-6.63196	-828.566	-238402	-30526.5	-9797.68	-35.3538	287.295	0
274	0	49.3621	-0.329131	-347.663	-19729.5	-29118.3	1491.14	148.246	310.749	0	-0.178133	-6.26828	-480.856	-7786.44	30859.3	-144.203	-167.824	270.193	0	49.184	-6.59741	-828.519	-238318	-30393	-9796.93	-35.1951	287.211	0
274	1	49.3843	-0.328938	-347.525	-19715.3	-29133.2	1482.06	148.169	310.731	0	-0.177597	-6.3241	-480.901	-7840.19	30841	-144.558	-167.868	270.303	0	49.2067	-6.65303	-828.426	-238336	-30469.6	-9799.26	-35.2905	287.262	0
274	2	49.3733	-0.329124	-347.525	-19724.9	-29156.1	1488.75	148.104	310.758	0	-0.179639	-6.61163	-480.711	-7833.63	30826.5	-145.53	-167.873	270.296	0	49.1936	-6.94076	-828.237	-238304	-30462.7	-9724.16	-35.2904	287.274	0
274	3	49.4175	-0.328832	-347.341	-19729.1	-29106.5	1484.16	148.202	310.8	0	-0.17979	-6.56778	-481.034	-7812.97	30846.4	-145.397	-167.875	270.242	0	49.2378	-6.89661	-828.375	-238320	-30511.9	-9749.85	-35.3424	287.248	0
274	4	49.5841	-0.32864	-347.523	-19715.2	-29165	1479.49	148.077	310.731	0	-0.177918	-6.4353	-481.174	-7863.54	30823.6	-145.104	-167.941	270.342	0	49.4062	-6.76393	-828.697	-238433	-30590.9	-9827.48	-35.4153	287.28	0
274	5	49.5066	-0.328912	-347.341	-19743.1	-29147.7	1479.43	148.083	310.841	0	-0.178226	-6.37907	-480.854	-7819.21	30831.5	-144.702	-167.882	270.261	0	49.3284	-6.70798	-828.194	-238286	-30530.7	-9820.35	-35.3675	287.28	0
274	6	49.4618	-0.328779	-347.432	-19710.8	-29155.2	1493.11	148.084	310.733	0	-0.178152	-6.357	-480.717	-7822.89	30849.6	-144.574	-167.826	270.273	0	49.2837	-6.68578	-828.15	-238245	-30465.5	-9800.21	-35.2927	287.247	0
274	7	49.3956	-0.329225	-347.525	-19734.2	-29175.8	1484.16	148.047	310.785	0	-0.178057	-6.27917	-480.764	-7791.64	30849.6	-144.238	-167.832	270.207	0	49.2176	-6.60839	-828.289	-238270	-30472.4	-9810.03	-35.2987	287.232	0
274	8	49.4066	-0.329206	-347.571	-19734.4	-29166.9	1497.67	148.084	310.778	0	-0.179643	-6.52256	-480.804	-7787.93	30822	-145.139	-167.895	270.198	0	49.227	-6.85177	-828.375	-238299	-30490	-9743.83	-35.316	287.225	0
274	9	49.3506	-0.328728	-347.479	-19696.7	-29103.7	1493.43	148.243	310.685	0	-0.179449	-6.55613	-480.804	-7817.33	30822.1	-145.326	-167.895	270.259	0	49.1711	-6.88485	-828.283	-238268	-30445.6	-9726.22	-35.2693	287.218	0
275	0	49.4841	-0.328963	-347.662	-19715.8	-29179.5	1497.65	148.069	310.71	0	-0.178618	-6.43427	-480.898	-7812.25	30817.7	-144.911	-167.916	270.245	0	49.3055	-6.76324	-828.559	-238347	-30511.1	-9783.84	-35.3295	287.224	0
275	1	49.5285	-0.328862	-347.616	-19720.5	-29167.4	1504.31	148.093	310.731	0	-0.178783	-6.47906	-480.898	-7832.68	30836.5	-145.098	-167.877	270.288	0	49.3497	-6.80792	-828.514	-238363	-30492.8	-9778.27	-35.3071	287.256	0
